Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2023 12 17 21	0.97	7.52	14.66	325	0.0	180	0.71	12.82	325	0.52	8.08	298
2023 12 17 22	0.93	7.48	14.66	325	0.0	180	0.69	12.86	325	0.49	8.13	297
2023 12 17 23	0.89	7.43	14.66	325	0.0	180	0.47	13.86	336	0.47	12.04	313
2023 12 18 00	0.86	7.36	13.32	325	0.0	180	0.45	12.09	314	0.45	13.7	336
2023 12 18 01	0.82	7.29	13.32	325	0.0	180	0.56	12.41	320	0.26	15.0	342
2023 12 18 02	0.78	7.21	13.32	325	0.0	180	0.71	10.53	315	0.28	3.73	58
2023 12 18 03	0.75	7.11	13.32	325	0.0	180	0.68	10.56	315	0.27	3.68	58
2023 12 18 04	0.72	6.98	13.32	325	0.0	180	0.64	11.04	317	0.26	3.63	57
2023 12 18 05	0.69	6.82	13.32	324	0.0	180	0.62	11.08	316	0.12	6.11	284
2023 12 18 06	0.66	6.68	13.32	324	0.0	180	0.6	10.68	315	0.24	3.53	57
2023 12 18 07	0.64	6.57	13.32	324	0.0	180	0.59	10.73	315	0.23	3.47	57
2023 12 18 08	0.62	6.51	12.11	323	0.0	180	0.57	10.78	315	0.22	3.41	57
2023 12 18 09	0.61	6.49	12.11	322	0.0	180	0.56	10.81	314	0.21	3.35	57
2023 12 18 10	0.6	6.51	12.11	321	0.0	180	0.55	10.82	314	0.2	3.28	57
2023 12 18 11	0.59	6.55	12.11	320	0.0	180	0.54	10.68	313	0.09	18.1	334
2023 12 18 12	0.59	6.6	12.11	319	0.0	180	0.52	11.79	315	0.09	18.07	334
2023 12 18 13	0.59	6.68	12.11	318	0.0	180	0.51	11.97	315	0.1	18.03	334
2023 12 18 14	0.59	6.77	12.11	317	0.0	180	0.52	12.14	315	0.19	6.31	298
2023 12 18 15	0.6	6.89	12.11	317	0.0	180	0.46	11.42	309	0.28	14.75	331
2023 12 18 16	0.61	7.05	12.11	316	0.0	180	0.47	11.41	309	0.29	14.8	331
2023 12 18 17	0.62	7.26	12.11	316	0.0	180	0.48	11.44	308	0.31	14.83	330
2023 12 18 18	0.64	7.51	12.11	316	0.0	180	0.47	11.28	308	0.36	14.8	326
2023 12 18 19	0.67	7.82	14.66	316	0.0	180	0.48	13.64	326	0.41	11.04	301
2023 12 18 20	0.7	8.15	14.66	316	0.0	180	0.61	13.11	320	0.29	10.15	296
2023 12 18 21	0.74	8.49	14.66	316	0.0	180	0.65	13.18	320	0.3	10.16	296
2023 12 18 22	0.79	8.8	14.66	316	0.0	180	0.62	13.99	322	0.44	10.58	304
2023 12 18 23	0.83	9.08	14.66	316	0.0	180	0.66	13.97	321	0.46	10.56	304
2023 12 19 00	0.87	9.3	14.66	316	0.0	180	0.71	13.86	320	0.46	10.43	304
2023 12 19 01	0.91	9.46	14.66	315	0.0	180	0.74	13.82	320	0.47	10.4	305
2023 12 19 02	0.94	9.57	14.66	315	0.0	180	0.65	14.15	325	0.53	11.97	310
2023 12 19 03	0.97	9.64	14.66	315	0.0	180	0.77	12.69	315	0.4	14.94	333
2023 12 19 04	1.0	9.66	13.32	314	0.0	180	0.97	12.31	314	0.2	4.85	299
2023 12 19 05	1.02	9.65	13.32	314	0.0	180	1.0	12.23	314	0.21	4.8	299
2023 12 19 06	1.04	9.61	13.32	313	0.0	180	1.02	12.08	314	0.21	4.65	300
2023 12 19 07	1.06	9.54	13.32	313	0.0	180	0.94	12.94	315	0.44	9.29	304
2023 12 19 08	1.08	9.4	13.32	312	0.0	180	0.94	12.89	315	0.46	9.22	304
2023 12 19 09	1.1	9.1	13.32	312	0.0	180	0.94	12.83	314	0.47	9.24	304
2023 12 19 10	1.12	8.59	13.32	311	0.0	230	1.1	9.65	311	0.14	6.27	311
2023 12 19 11	1.14	8.04	13.32	311	0.04	256	1.12	8.6	310	0.15	6.28	310
2023 12 19 12	1.15	7.73	13.32	310	0.05	262	1.07	11.54	311	0.4	3.89	301
2023 12 19 13	1.17	7.57	13.32	310	0.01	213	1.07	11.42	311	0.44	3.81	301
2023 12 19 14	1.19	7.32	13.32	309	0.05	262	1.07	11.28	310	0.5	4.15	302
2023 12 19 15	1.23	6.83	13.32	308	0.14	284	1.06	11.3	310	0.59	4.79	303
2023 12 19 16	1.27	6.46	12.11	307	0.0	180	1.05	11.3	310	0.72	4.18	302
2023 12 19 17	1.31	6.44	12.11	307	0.0	180	1.04	11.17	310	0.78	4.38	302
2023 12 19 18	1.31	6.55	12.11	306	0.0	180	1.03	11.05	309	0.81	4.57	301
2023 12 19 19	1.33	6.62	12.11	306	0.07	259	0.98	11.37	309	0.71	5.57	309
2023 12 19 20	1.38	6.62	12.11	305	0.09	259	1.02	5.63	301	1.02	13.17	310
2023 12 19 21	1.45	6.25	12.11	304	0.23	273	0.92	11.69	310	0.84	6.48	308
2023 12 19 22	1.62	5.48	12.11	303	0.58	284	0.96	6.25	308	0.96	12.0	310
2023 12 19 23	1.8	5.32	12.11	303	0.74	286	1.31	6.15	305	1.31	15.6	310
2023 12 20 00	1.81	5.4	12.11	305	0.51	338	1.41	5.46	298	1.41	16.01	310
2023 12 20 01	1.82	5.23	12.11	310	0.67	355	1.28	5.63	299	1.28	14.43	309
2023 12 20 02	1.87	4.99	12.11	317	1.02	353	1.16	6.02	297	1.16	13.55	308
2023 12 20 03	1.97	4.92	12.11	324	1.28	354	1.12	6.2	299	1.12	13.07	308
2023 12 20 04	2.1	5.11	6.21	328	1.4	354	1.2	6.48	303	1.2	14.93	308
2023 12 20 05	2.26	5.3	6.83	331	1.54	353	1.35	6.95	308	0.72	10.95	303
2023 12 20 06	2.33	5.47	7.52	332	1.48	352	1.47	7.33	311	0.65	11.03	305
2023 12 20 07	2.23	5.98	8.27	332	0.45	349	1.84	6.75	323	0.66	11.57	308
2023 12 20 08	2.2	6.41	8.27	332	0.25	333	1.62	7.18	316	1.21	5.44	12
2023 12 20 09	2.19	6.67	8.27	332	0.12	348	1.88	7.12	321	0.6	15.13	325
2023 12 20 10	2.18	6.93	8.27	333	0.0	180	2.07	6.65	334	0.68	14.99	325
2023 12 20 11	2.16	7.17	8.27	333	0.0	180	1.72	7.4	320	0.79	14.61	325
2023 12 20 12	2.17	7.3	9.1	333	0.03	258	1.99	6.86	334	-9999.9	-9999.9	-9999.9
2023 12 20 13	2.2	7.36	9.1	332	0.03	277	1.75	7.26	322	1.75	25.96	325
2023 12 20 14	2.26	7.44	14.66	332	0.08	283	1.76	7.29	322	1.76	23.77	326
2023 12 20 15	2.32	7.47	14.66	332	0.12	288	1.56	7.43	313	1.56	19.11	327
2023 12 20 16	2.38	7.63	14.66	331	0.09	282	1.6	7.42	314	1.6	17.58	327
2023 12 20 17	2.44	7.8	14.66	331	0.12	286	1.57	7.41	314	1.57	14.99	329
2023 12 20 18	2.51	8.03	14.66	330	0.06	268	1.94	6.78	332	1.94	16.82	328
2023 12 20 19	2.57	8.33	14.66	330	0.05	260	1.39	14.21	337	1.01	12.52	313
2023 12 20 20	2.62	8.57	13.32	330	0.06	267	2.13	7.56	326	2.13	18.97	337
2023 12 20 21	2.67	8.72	13.32	330	0.06	263	2.67	8.8	330	0.0	27.32	39
2023 12 20 22	2.71	8.76	13.32	329	0.1	276	2.71	8.92	329	0.0	27.32	39
2023 12 20 23	2.76	8.58	13.32	329	0.11	273	2.76	8.76	329	0.0	27.32	39
2023 12 21 00	2.82	8.44	13.32	329	0.14	273	2.81	8.67	329	0.0	27.32	39
2023 12 21 01	2.87	8.38	13.32	328	0.18	274	2.87	8.68	329	0.0	27.32	39
2023 12 21 02	2.93	8.4	13.32	328	0.16	270	2.92	8.65	328	0.0	27.32	39
2023 12 21 03	2.99	8.39	13.32	328	0.25	279	2.98	8.81	328	0.0	27.32	39
2023 12 21 04	3.06	8.28	13.32	328	0.35	280	3.04	8.9	329	0.0	26.96	56
2023 12 21 05	3.11	8.45	13.32	328	0.22	270	3.1	8.82	329	0.0	3.86	232
2023 12 21 06	3.15	8.81	13.32	329	0.11	261	3.15	8.97	329	0.01	3.47	185
2023 12 21 07	3.19	9.12	13.32	329	0.09	261	3.19	9.24	329	0.01	3.8	185
2023 12 21 08	3.23	9.4	13.32	329	0.05	248	3.23	9.46	329	0.0	4.16	185
2023 12 21 09	3.26	9.64	13.32	330	0.05	254	3.26	9.7	330	0.0	9.27	84
2023 12 21 10	3.29	9.83	13.32	330	0.05	255	3.29	9.89	330	0.0	8.84	86
2023 12 21 11	3.32	9.99	13.32	330	0.06	258	3.32	10.05	330	0.0	8.84	86
2023 12 21 12	3.35	10.1	13.32	330	0.03	233	3.35	10.14	330	0.0	8.84	86
2023 12 21 13	3.38	10.17	13.32	330	0.07	270	3.37	10.25	330	0.0	8.77	84
2023 12 21 14	3.41	10.14	13.32	330	0.09	274	3.41	10.27	330	0.0	8.77	84
2023 12 21 15	3.45	9.99	13.32	331	0.21	282	3.44	10.34	331	0.0	8.77	84
2023 12 21 16	3.48	9.79	13.32	331	0.25	282	3.47	10.27	331	0.0	4.24	240
2023 12 21 17	3.56	9.21	13.32	330	0.52	291	3.52	10.29	331	0.0	5.13	242
2023 12 21 18	3.64	8.78	13.32	330	0.6	291	3.59	9.97	331	0.0	4.67	241
2023 12 21 19	3.7	8.57	14.66	330	0.84	292	3.6	10.32	332	0.01	5.65	251
2023 12 21 20	3.73	8.87	14.66	330	0.48	282	3.7	9.8	331	0.08	4.24	262
2023 12 21 21	3.76	9.29	14.66	331	0.29	273	3.75	9.76	331	0.01	3.86	242
2023 12 21 22	3.79	9.71	14.66	332	0.18	273	3.78	9.97	332	0.0	2.9	233
2023 12 21 23	3.83	9.99	14.66	332	0.15	278	3.83	10.18	333	0.02	3.03	249
2023 12 22 00	3.88	10.19	14.66	333	0.14	284	3.88	10.37	333	0.01	2.9	253
2023 12 22 01	3.93	10.39	14.66	333	0.08	276	3.93	10.48	333	0.05	2.0	138
2023 12 22 02	3.96	10.57	14.66	334	0.05	270	3.96	10.63	334	0.05	1.93	131
2023 12 22 03	3.99	10.7	14.66	334	0.03	272	3.99	10.75	334	0.05	1.95	147
2023 12 22 04	4.02	10.83	14.66	334	0.02	256	4.02	10.87	334	0.05	1.92	136
2023 12 22 05	4.04	10.95	14.66	334	0.01	255	4.04	10.99	334	0.05	1.94	147
2023 12 22 06	4.08	11.07	14.66	335	0.02	241	3.84	10.69	332	1.36	18.61	352
2023 12 22 07	4.11	11.22	16.12	335	0.01	235	3.85	10.79	332	1.44	18.65	352
2023 12 22 08	4.14	11.37	16.12	335	0.0	180	3.85	10.9	333	1.51	18.67	352
2023 12 22 09	4.16	11.49	16.12	335	0.0	225	3.52	10.41	331	3.52	28.5	346
2023 12 22 10	4.17	11.59	16.12	335	0.01	240	3.85	11.07	332	1.59	18.67	352
2023 12 22 11	4.17	11.66	16.12	335	0.01	245	3.84	11.14	332	1.6	18.65	352
2023 12 22 12	4.15	11.71	16.12	335	0.0	180	3.83	11.2	332	1.59	18.63	352
2023 12 22 13	4.13	11.74	16.12	335	0.04	285	3.82	11.24	332	1.57	18.61	352
2023 12 22 14	4.1	11.74	16.12	335	0.02	268	3.8	11.26	332	1.53	18.57	352
2023 12 22 15	4.06	11.73	16.12	335	0.02	268	4.06	11.79	335	0.05	1.88	140
2023 12 22 16	4.01	11.69	16.12	335	0.02	272	4.01	11.75	335	0.05	1.89	146
2023 12 22 17	3.96	11.65	16.12	334	0.0	180	3.96	11.71	334	0.06	1.84	164
2023 12 22 18	3.9	11.59	16.12	334	0.0	180	3.9	11.65	334	0.06	1.84	164
2023 12 22 19	3.84	11.53	16.12	334	0.0	180	3.84	11.59	334	0.06	1.85	167
2023 12 22 20	3.79	11.47	16.12	334	0.0	180	3.79	11.53	334	0.06	1.86	165
2023 12 22 21	3.74	11.41	16.12	333	0.0	180	3.74	11.47	333	0.06	1.86	166
2023 12 22 22	3.69	11.35	16.12	333	0.0	180	3.69	11.41	333	0.06	1.86	166
2023 12 22 23	3.66	11.29	16.12	333	0.0	180	3.66	11.35	333	0.06	1.86	167
2023 12 23 00	3.63	11.22	14.66	333	0.0	180	3.63	11.28	333	0.06	1.86	166
2023 12 23 01	3.6	11.15	14.66	333	0.0	180	3.6	11.22	333	0.06	1.86	167
2023 12 23 02	3.57	11.09	14.66	333	0.0	180	3.57	11.15	333	0.06	1.86	167
2023 12 23 03	3.53	11.03	14.66	333	0.0	180	3.53	11.09	333	0.06	1.86	168
2023 12 23 04	3.48	10.97	14.66	333	0.0	180	3.48	11.03	333	0.06	1.86	168
2023 12 23 05	3.44	10.91	14.66	332	0.0	180	3.44	10.98	332	0.06	1.86	168
2023 12 23 06	3.39	10.85	14.66	332	0.0	180	3.38	10.92	332	0.06	1.86	168
2023 12 23 07	3.33	10.78	14.66	332	0.0	180	3.33	10.85	332	0.06	1.86	168
2023 12 23 08	3.27	10.71	14.66	332	0.0	180	3.27	10.78	332	0.06	1.86	168
2023 12 23 09	3.21	10.63	14.66	331	0.0	180	3.21	10.7	331	0.06	1.86	168
2023 12 23 10	3.14	10.55	14.66	331	0.0	180	3.14	10.62	331	0.06	1.86	168
2023 12 23 11	3.07	10.46	14.66	331	0.0	180	3.07	10.53	331	0.0	10.45	84
2023 12 23 12	3.01	10.38	14.66	330	0.0	180	3.01	10.45	330	0.0	10.45	84
2023 12 23 13	2.94	10.3	13.32	330	0.0	180	2.94	10.37	330	0.0	28.57	18
2023 12 23 14	2.87	10.21	13.32	330	0.0	180	2.87	10.29	330	0.0	27.32	39
2023 12 23 15	2.8	10.13	13.32	329	0.0	180	2.8	10.21	329	0.0	27.32	39
2023 12 23 16	2.73	10.04	13.32	329	0.0	180	2.73	10.12	329	0.0	27.32	39
2023 12 23 17	2.66	9.95	13.32	329	0.0	180	2.66	10.03	329	0.0	27.32	39
2023 12 23 18	2.59	9.85	13.32	328	0.0	180	2.59	9.94	328	0.0	27.2	38
2023 12 23 19	2.52	9.76	13.32	328	0.0	180	2.52	9.85	328	0.0	27.2	38
2023 12 23 20	2.45	9.66	13.32	328	0.0	180	2.45	9.75	328	0.0	27.1	36
2023 12 23 21	2.38	9.57	13.32	327	0.02	160	2.38	9.66	327	0.0	26.8	16
2023 12 23 22	2.31	9.47	13.32	327	0.01	140	1.76	9.97	337	1.5	9.08	312
2023 12 23 23	2.25	9.37	13.32	326	0.0	180	1.69	9.82	337	1.48	9.06	312
2023 12 24 00	2.19	9.28	12.11	326	0.0	180	1.62	9.69	338	1.46	9.04	312
2023 12 24 01	2.13	9.19	12.11	326	0.0	180	1.97	8.87	323	0.81	14.08	341
2023 12 24 02	2.07	9.11	12.11	326	0.0	180	2.07	9.21	326	0.0	25.97	27
2023 12 24 03	2.02	9.03	12.11	326	0.0	180	2.02	9.13	326	0.0	25.87	27
2023 12 24 04	1.98	8.95	12.11	326	0.01	255	1.98	9.06	326	0.0	25.0	34
2023 12 24 05	1.94	8.87	12.11	325	0.01	275	1.93	8.98	325	0.0	25.0	34
2023 12 24 06	1.9	8.79	12.11	325	0.0	180	1.9	8.9	325	0.0	25.0	34
2023 12 24 07	1.86	8.71	12.11	325	0.0	180	1.86	8.82	325	0.0	24.86	34
2023 12 24 08	1.83	8.62	12.11	325	0.0	180	1.82	8.73	326	0.0	24.86	34
2023 12 24 09	1.79	8.54	12.11	325	0.0	180	1.79	8.65	326	0.0	24.82	33
2023 12 24 10	1.76	8.47	12.11	325	0.0	180	1.31	8.67	336	1.17	8.24	312
2023 12 24 11	1.73	8.4	11.01	325	0.0	180	1.28	8.56	337	1.17	8.21	312
2023 12 24 12	1.71	8.33	11.01	325	0.0	180	1.24	8.46	337	1.16	8.18	312
2023 12 24 13	1.68	8.26	11.01	325	0.0	180	1.56	8.0	323	0.61	12.88	340
2023 12 24 14	1.66	8.2	11.01	325	0.0	180	1.65	8.29	325	0.0	23.83	38
2023 12 24 15	1.63	8.13	11.01	325	0.0	180	1.63	8.23	325	0.06	1.88	172
2023 12 24 16	1.61	8.08	11.01	325	0.0	180	1.61	8.18	325	0.06	1.9	171
2023 12 24 17	1.59	8.05	11.01	324	0.0	180	1.59	8.14	324	0.05	1.95	169
2023 12 24 18	1.58	8.03	11.01	324	0.0	180	1.58	8.12	324	0.0	23.84	39
2023 12 24 19	1.57	8.03	11.01	324	0.0	180	1.57	8.03	324	0.0	23.99	39
2023 12 24 20	1.57	8.04	11.01	323	0.0	180	1.57	8.04	323	0.0	23.99	39
2023 12 24 21	1.58	8.06	11.01	323	0.0	180	1.58	8.06	323	0.0	24.0	40
2023 12 24 22	1.59	8.09	11.01	322	0.0	180	1.59	8.09	322	0.0	24.86	34
2023 12 24 23	1.61	8.14	11.01	322	0.0	180	1.61	8.14	322	0.0	25.0	34
2023 12 25 00	1.63	8.2	11.01	321	0.0	180	1.34	8.71	329	0.94	7.39	306
2023 12 25 01	1.66	8.25	12.11	321	0.0	180	1.36	8.83	328	0.96	7.37	306
2023 12 25 02	1.69	8.28	12.11	320	0.0	180	1.38	8.92	327	0.98	7.34	306
2023 12 25 03	1.73	8.25	12.11	319	0.0	180	1.73	8.25	319	0.0	25.94	44
2023 12 25 04	1.75	8.17	12.11	318	0.0	180	1.75	8.17	318	0.0	25.94	44
2023 12 25 05	1.76	8.09	11.01	318	0.0	180	1.31	8.87	328	1.17	7.36	305
2023 12 25 06	1.76	8.04	11.01	317	0.0	180	1.61	7.59	314	0.71	13.19	334
2023 12 25 07	1.75	8.0	11.01	316	0.0	180	1.6	7.57	313	0.69	13.24	334
2023 12 25 08	1.73	7.98	11.01	316	0.0	180	1.59	7.56	312	0.68	13.29	334
2023 12 25 09	1.71	7.96	11.01	315	0.0	180	1.58	7.54	312	0.66	13.35	334
2023 12 25 10	1.7	7.95	11.01	315	0.0	180	1.7	7.95	315	0.0	27.2	38
2023 12 25 11	1.69	7.92	11.01	314	0.0	180	1.69	7.92	314	0.0	27.2	38
2023 12 25 12	1.68	7.84	11.01	314	0.0	180	1.4	8.53	321	0.93	6.75	297
2023 12 25 13	1.68	7.73	11.01	314	0.0	180	1.39	8.43	321	0.94	6.66	297
2023 12 25 14	1.67	7.65	11.01	313	0.0	180	1.38	8.35	321	0.94	6.61	296
2023 12 25 15	1.66	7.63	11.01	313	0.0	180	1.37	8.31	321	0.95	6.63	296
2023 12 25 16	1.66	7.64	11.01	312	0.0	180	1.66	7.64	312	0.0	27.2	38
2023 12 25 17	1.66	7.65	11.01	312	0.0	180	1.66	7.65	312	0.0	27.2	38
2023 12 25 18	1.67	7.68	11.01	312	0.0	180	1.67	7.68	312	0.0	27.2	38
2023 12 25 19	1.68	7.72	11.01	311	0.0	180	1.59	7.4	310	0.47	16.69	321
2023 12 25 20	1.69	7.76	11.01	311	0.0	180	1.56	7.3	310	0.64	15.89	321
2023 12 25 21	1.7	7.83	16.12	311	0.0	180	1.54	7.23	309	0.73	15.57	321
2023 12 25 22	1.74	7.88	16.12	311	0.0	180	1.54	7.19	308	0.8	15.4	321
2023 12 25 23	1.79	7.9	16.12	311	0.0	180	1.54	7.07	308	1.54	25.59	318
2023 12 26 00	1.83	7.91	16.12	310	0.0	180	0.77	15.5	324	0.55	14.09	303
2023 12 26 01	1.86	7.89	14.66	310	0.0	180	1.58	6.98	307	1.58	24.0	316
2023 12 26 02	1.89	7.83	14.66	310	0.0	180	1.56	6.79	306	1.56	21.17	317
2023 12 26 03	1.9	7.65	14.66	309	0.0	180	1.54	6.54	306	1.54	19.8	316
2023 12 26 04	1.89	7.65	14.66	309	0.0	180	1.5	6.43	306	1.5	18.2	314
2023 12 26 05	1.88	7.75	14.66	309	0.0	180	1.47	6.47	306	1.47	17.52	314
2023 12 26 06	1.87	7.88	14.66	309	0.0	180	1.44	6.54	306	1.44	16.85	313
2023 12 26 07	1.85	8.07	14.66	309	0.0	180	1.31	6.34	306	1.31	13.15	312
2023 12 26 08	1.84	8.27	13.32	309	0.0	180	1.31	13.04	312	1.28	6.47	306
2023 12 26 09	1.83	8.44	13.32	309	0.0	180	1.32	12.97	312	1.26	6.59	305
2023 12 26 10	1.82	8.58	13.32	309	0.01	160	1.82	8.63	309	0.0	25.87	27
2023 12 26 11	1.81	8.7	13.32	309	0.0	180	1.81	8.7	309	0.0	25.0	34
2023 12 26 12	1.8	8.79	13.32	309	0.0	180	1.8	8.79	309	0.0	25.0	34
2023 12 26 13	1.79	8.85	13.32	308	0.0	180	1.79	8.85	308	0.0	25.0	34
2023 12 26 14	1.77	8.89	13.32	308	0.0	180	1.77	8.89	308	0.0	25.0	34
2023 12 26 15	1.76	8.9	13.32	308	0.0	180	1.76	8.9	308	0.0	24.82	33
2023 12 26 16	1.73	8.9	13.32	308	0.0	180	1.73	8.9	308	0.0	24.82	33
2023 12 26 17	1.71	8.88	13.32	308	0.0	180	1.3	7.62	301	1.3	14.7	317
2023 12 26 18	1.68	8.86	13.32	308	0.0	180	1.56	8.45	305	0.63	13.84	326
2023 12 26 19	1.66	8.82	13.32	308	0.0	180	1.66	8.82	308	0.0	24.82	33
2023 12 26 20	1.63	8.76	13.32	308	0.0	180	1.63	8.78	308	0.02	3.12	55
2023 12 26 21	1.6	8.69	12.11	308	0.0	180	1.6	8.78	308	0.04	3.33	55
2023 12 26 22	1.57	8.61	12.11	309	0.0	180	1.57	8.75	309	0.08	2.57	60
2023 12 26 23	1.54	8.55	12.11	309	0.0	180	1.46	8.46	306	0.48	13.89	334
2023 12 27 00	1.51	8.53	12.11	310	0.0	180	1.51	8.85	309	0.1	2.65	66
2023 12 27 01	1.48	8.52	12.11	310	0.0	180	1.48	8.81	310	0.09	2.6	68
2023 12 27 02	1.45	8.5	12.11	310	0.0	180	1.45	8.64	310	0.08	2.54	69
2023 12 27 03	1.43	8.42	12.11	310	0.0	180	1.13	10.05	314	0.36	13.94	340
2023 12 27 04	1.4	8.35	12.11	310	0.0	180	1.1	10.03	314	0.36	13.92	341
2023 12 27 05	1.35	8.35	12.11	309	0.0	180	1.07	10.07	314	0.34	13.88	341
2023 12 27 06	1.29	8.38	11.01	309	0.0	180	1.24	8.31	307	0.33	13.85	341
2023 12 27 07	1.22	8.42	11.01	309	0.0	180	1.17	8.36	307	0.31	13.81	341
2023 12 27 08	1.13	8.42	11.01	309	0.0	180	1.06	8.23	305	0.4	13.12	338
2023 12 27 09	1.06	8.28	11.01	309	0.0	180	0.92	7.95	300	0.51	10.89	337
2023 12 27 10	1.0	7.95	11.01	308	0.0	180	0.83	9.2	300	0.47	10.99	337
2023 12 27 11	0.94	7.73	11.01	307	0.0	180	0.58	10.81	306	0.38	9.13	294
2023 12 27 12	0.89	7.57	11.01	306	0.0	180	0.66	6.57	291	0.42	10.72	313
2023 12 27 13	0.86	7.23	11.01	304	0.08	275	0.77	7.75	296	0.37	11.28	337
2023 12 27 14	0.87	6.53	11.01	302	0.07	292	0.79	7.3	295	0.34	11.37	337
2023 12 27 15	0.93	5.75	11.01	300	0.15	270	0.85	6.69	295	0.31	11.48	337
2023 12 27 16	1.13	5.41	11.01	296	0.17	254	0.76	4.62	290	0.76	10.55	296
2023 12 27 17	1.2	5.32	11.01	294	0.23	248	0.79	10.62	297	0.73	4.44	286
2023 12 27 18	1.21	5.52	11.01	294	0.18	281	0.91	10.69	299	0.75	4.45	286
2023 12 27 19	1.28	5.46	12.11	295	0.14	302	1.03	10.55	298	0.73	3.88	288
2023 12 27 20	1.32	5.41	12.11	296	0.0	180	1.1	10.14	297	0.71	3.31	291
2023 12 27 21	1.28	5.58	12.11	296	0.0	180	1.27	5.6	296	0.08	5.6	71
2023 12 27 22	1.24	5.71	11.01	297	0.0	180	0.93	10.76	298	0.8	4.09	294
2023 12 27 23	1.2	5.62	11.01	298	0.0	180	0.89	10.81	298	0.8	4.09	296
2023 12 28 00	1.15	5.55	11.01	298	0.0	180	0.87	10.67	298	0.74	3.94	297
2023 12 28 01	1.09	5.57	11.01	298	0.0	180	0.82	10.57	296	0.2	11.42	338
2023 12 28 02	1.05	5.59	11.01	299	0.0	180	0.8	10.4	296	0.2	11.29	338
2023 12 28 03	0.99	5.63	11.01	299	0.0	180	0.79	10.31	296	0.21	11.16	338
2023 12 28 04	0.95	5.78	10.01	299	0.0	180	0.8	10.02	296	0.21	11.07	338
2023 12 28 05	0.92	6.06	10.01	299	0.0	180	0.81	9.83	297	0.21	10.93	338
2023 12 28 06	0.93	6.5	10.01	300	0.0	180	0.85	9.68	298	0.17	10.2	337
2023 12 28 07	1.0	7.19	10.01	302	0.0	180	0.9	9.65	299	0.27	16.52	326
2023 12 28 08	1.17	8.17	12.11	305	0.0	180	0.83	13.18	313	0.77	8.67	296
2023 12 28 09	1.47	9.18	12.11	309	0.0	180	1.18	10.14	300	0.82	15.05	325
2023 12 28 10	1.85	10.03	14.66	311	0.0	180	1.49	14.15	318	1.04	9.33	297
2023 12 28 11	2.19	10.78	14.66	313	0.0	180	2.17	12.18	313	0.27	2.97	297
2023 12 28 12	2.42	11.22	14.66	314	0.0	180	2.41	12.29	314	0.22	2.69	295
2023 12 28 13	2.55	10.78	14.66	314	0.07	279	2.55	11.26	314	0.11	3.08	69
2023 12 28 14	2.61	9.95	14.66	313	0.0	180	2.57	12.1	313	0.42	2.85	302
2023 12 28 15	2.6	9.97	14.66	312	0.0	180	2.57	11.94	313	0.42	2.93	301
2023 12 28 16	2.56	10.24	14.66	312	0.0	180	2.54	11.7	312	0.33	2.71	300
2023 12 28 17	2.51	10.5	14.66	311	0.0	180	2.51	10.54	311	0.08	3.47	72
2023 12 28 18	2.47	10.68	14.66	311	0.0	180	2.47	10.72	311	0.07	3.49	72
2023 12 28 19	2.43	10.74	14.66	311	0.0	180	2.43	10.77	311	0.06	3.56	72
2023 12 28 20	2.39	10.65	14.66	310	0.0	180	2.39	10.68	310	0.06	3.59	72
2023 12 28 21	2.36	10.52	14.66	310	0.0	180	2.36	10.55	310	0.06	3.64	73
2023 12 28 22	2.33	10.48	14.66	310	0.0	180	2.33	10.5	310	0.05	3.65	73
2023 12 28 23	2.31	10.47	14.66	310	0.0	180	2.31	10.48	310	0.05	3.66	74
2023 12 29 00	2.29	10.42	14.66	310	0.0	180	2.29	10.43	310	0.04	3.67	74
2023 12 29 01	2.27	10.36	14.66	310	0.0	180	2.27	10.37	310	0.03	3.67	75
2023 12 29 02	2.25	10.31	14.66	310	0.0	180	2.25	10.31	310	0.02	4.43	73
2023 12 29 03	2.23	10.26	14.66	310	0.0	180	2.23	10.27	310	0.02	3.65	75
2023 12 29 04	2.21	10.21	13.32	310	0.0	180	2.21	10.21	310	0.01	4.0	74
2023 12 29 05	2.19	10.13	13.32	310	0.0	180	2.19	10.13	310	0.01	3.49	77
2023 12 29 06	2.16	10.04	13.32	310	0.0	180	2.16	10.05	310	0.0	27.2	38
2023 12 29 07	2.14	9.96	13.32	310	0.0	180	2.14	9.96	310	0.0	27.2	38
2023 12 29 08	2.1	9.87	13.32	310	0.0	180	2.1	9.87	310	0.0	27.2	38
2023 12 29 09	2.07	9.79	13.32	310	0.0	180	2.07	9.79	310	0.0	27.2	38
2023 12 29 10	2.04	9.69	13.32	310	0.0	180	2.04	9.69	310	0.0	25.94	44
2023 12 29 11	2.0	9.59	13.32	310	0.0	180	2.0	9.59	310	0.0	25.94	44
