Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2024 01 31 14	0.031	37.23
2024 01 31 15	0.036	32.82
2024 01 31 16	0.047	28.7
2024 01 31 17	0.063	26.16
2024 01 31 18	0.079	24.62
2024 01 31 19	0.087	25.68
2024 01 31 20	0.095	26.02
2024 01 31 21	0.103	25.82
2024 01 31 22	0.1	26.56
2024 01 31 23	0.089	28.55
2024 02 01 00	0.074	31.35
2024 02 01 01	0.062	33.94
2024 02 01 02	0.053	36.65
2024 02 01 03	0.051	34.62
2024 02 01 04	0.056	29.74
2024 02 01 05	0.066	23.87
2024 02 01 06	0.081	19.98
2024 02 01 07	0.096	18.06
2024 02 01 08	0.107	17.25
2024 02 01 09	0.114	17.32
2024 02 01 10	0.112	18.11
2024 02 01 11	0.102	19.31
2024 02 01 12	0.087	20.7
2024 02 01 13	0.07	22.55
2024 02 01 14	0.054	23.74
2024 02 01 15	0.044	20.85
2024 02 01 16	0.042	12.09
2024 02 01 17	0.05	3.43
2024 02 01 18	0.062	359.07
2024 02 01 19	0.077	357.76
2024 02 01 20	0.093	358.15
2024 02 01 21	0.106	359.45
2024 02 01 22	0.115	0.49
2024 02 01 23	0.116	1.97
2024 02 02 00	0.112	4.59
2024 02 02 01	0.099	5.76
2024 02 02 02	0.081	6.34
2024 02 02 03	0.065	6.14
2024 02 02 04	0.054	3.17
2024 02 02 05	0.049	0.0
2024 02 02 06	0.048	357.61
2024 02 02 07	0.048	354.05
2024 02 02 08	0.048	350.53
2024 02 02 09	0.048	344.53
2024 02 02 10	0.049	338.62
2024 02 02 11	0.047	329.65
2024 02 02 12	0.043	314.99
2024 02 02 13	0.039	297.21
2024 02 02 14	0.039	277.3
2024 02 02 15	0.044	262.23
2024 02 02 16	0.051	252.97
2024 02 02 17	0.057	250.61
2024 02 02 18	0.06	252.75
2024 02 02 19	0.062	258.87
2024 02 02 20	0.062	263.55
2024 02 02 21	0.061	268.12
2024 02 02 22	0.06	272.86
2024 02 02 23	0.058	274.92
2024 02 03 00	0.056	277.12
2024 02 03 01	0.054	275.29
2024 02 03 02	0.052	269.99
2024 02 03 03	0.051	261.08
2024 02 03 04	0.051	256.5
2024 02 03 05	0.051	255.42
2024 02 03 06	0.05	258.46
2024 02 03 07	0.046	258.92
2024 02 03 08	0.042	260.53
2024 02 03 09	0.039	262.69
2024 02 03 10	0.036	266.82
2024 02 03 11	0.033	269.99
2024 02 03 12	0.031	266.3
2024 02 03 13	0.032	259.38
2024 02 03 14	0.035	257.12
2024 02 03 15	0.038	256.32
2024 02 03 16	0.039	259.82
2024 02 03 17	0.04	269.99
2024 02 03 18	0.043	288.85
2024 02 03 19	0.05	313.4
2024 02 03 20	0.063	332.62
2024 02 03 21	0.075	345.41
2024 02 03 22	0.088	354.8
2024 02 03 23	0.099	2.31
2024 02 04 00	0.105	8.2
2024 02 04 01	0.105	12.58
2024 02 04 02	0.102	17.02
2024 02 04 03	0.096	21.25
2024 02 04 04	0.088	24.82
2024 02 04 05	0.081	28.77
2024 02 04 06	0.076	31.6
2024 02 04 07	0.074	32.41
2024 02 04 08	0.076	30.57
2024 02 04 09	0.08	28.15
2024 02 04 10	0.085	26.26
2024 02 04 11	0.091	23.77
2024 02 04 12	0.097	22.34
2024 02 04 13	0.1	20.95
2024 02 04 14	0.102	20.55
2024 02 04 15	0.099	20.62
2024 02 04 16	0.093	20.55
2024 02 04 17	0.086	20.94
2024 02 04 18	0.081	20.88
2024 02 04 19	0.082	22.19
2024 02 04 20	0.084	22.93
2024 02 04 21	0.088	23.36
2024 02 04 22	0.092	24.9
2024 02 04 23	0.096	25.76
2024 02 05 00	0.101	26.31
2024 02 05 01	0.105	26.56
2024 02 05 02	0.107	27.75
2024 02 05 03	0.105	29.0
2024 02 05 04	0.099	30.96
2024 02 05 05	0.09	33.69
2024 02 05 06	0.08	35.86
2024 02 05 07	0.07	37.51
2024 02 05 08	0.062	37.79
2024 02 05 09	0.058	35.88
2024 02 05 10	0.057	32.31
2024 02 05 11	0.061	28.23
2024 02 05 12	0.068	25.06
2024 02 05 13	0.075	22.5
2024 02 05 14	0.082	20.63
2024 02 05 15	0.083	20.39
2024 02 05 16	0.079	19.79
2024 02 05 17	0.072	20.18
2024 02 05 18	0.062	19.59
2024 02 05 19	0.058	16.88
2024 02 05 20	0.054	14.79
2024 02 05 21	0.052	14.3
2024 02 05 22	0.053	14.03
2024 02 05 23	0.056	15.52
2024 02 06 00	0.059	16.6
2024 02 06 01	0.063	17.3
2024 02 06 02	0.07	18.17
2024 02 06 03	0.073	19.91
2024 02 06 04	0.07	21.5
2024 02 06 05	0.063	24.14
2024 02 06 06	0.052	28.52
2024 02 06 07	0.036	34.99
2024 02 06 08	0.021	45.0
2024 02 06 09	0.008	63.43
2024 02 06 10	0.003	90.0
2024 02 06 11	0.004	345.96
2024 02 06 12	0.013	342.89
2024 02 06 13	0.026	351.25
2024 02 06 14	0.04	358.56
2024 02 06 15	0.053	2.16
2024 02 06 16	0.061	4.68
2024 02 06 17	0.064	7.12
2024 02 06 18	0.064	8.0
2024 02 06 19	0.063	9.01
2024 02 06 20	0.06	11.49
2024 02 06 21	0.053	17.41
2024 02 06 22	0.048	25.51
2024 02 06 23	0.043	31.86
2024 02 07 00	0.097	27.62
2024 02 07 01	0.113	26.11
2024 02 07 02	0.13	25.38
2024 02 07 03	0.148	25.18
2024 02 07 04	0.162	25.93
2024 02 07 05	0.165	27.33
2024 02 07 06	0.158	29.96
2024 02 07 07	0.14	33.69
2024 02 07 08	0.122	37.71
2024 02 07 09	0.107	41.23
2024 02 07 10	0.101	41.82
2024 02 07 11	0.105	39.25
2024 02 07 12	0.118	35.03
2024 02 07 13	0.136	31.25
2024 02 07 14	0.161	28.15
2024 02 07 15	0.182	27.12
2024 02 07 16	0.198	26.95
2024 02 07 17	0.205	27.81
2024 02 07 18	0.201	29.49
2024 02 07 19	0.189	31.17
2024 02 07 20	0.178	31.73
2024 02 07 21	0.162	31.63
2024 02 07 22	0.151	29.6
2024 02 07 23	0.158	24.14
2024 02 08 00	0.166	21.8
2024 02 08 01	0.182	19.82
2024 02 08 02	0.203	18.61
2024 02 08 03	0.216	19.1
2024 02 08 04	0.222	20.79
2024 02 08 05	0.219	22.47
2024 02 08 06	0.208	24.6
2024 02 08 07	0.19	26.56
2024 02 08 08	0.167	28.55
2024 02 08 09	0.147	29.69
2024 02 08 10	0.134	29.42
2024 02 08 11	0.134	26.56
2024 02 08 12	0.148	23.45
2024 02 08 13	0.174	21.55
2024 02 08 14	0.209	21.29
2024 02 08 15	0.246	22.7
2024 02 08 16	0.274	25.72
2024 02 08 17	0.282	29.92
2024 02 08 18	0.27	35.21
2024 02 08 19	0.251	40.15
2024 02 08 20	0.233	42.57
2024 02 08 21	0.213	43.86
2024 02 08 22	0.197	44.38
2024 02 08 23	0.186	43.26
2024 02 09 00	0.186	40.0
2024 02 09 01	0.201	35.9
2024 02 09 02	0.222	32.68
2024 02 09 03	0.239	31.16
2024 02 09 04	0.25	30.45
2024 02 09 05	0.252	29.71
2024 02 09 06	0.241	28.68
2024 02 09 07	0.218	27.85
2024 02 09 08	0.189	26.7
2024 02 09 09	0.159	25.27
2024 02 09 10	0.135	22.97
2024 02 09 11	0.126	19.86
2024 02 09 12	0.132	16.65
2024 02 09 13	0.15	15.42
2024 02 09 14	0.174	15.94
2024 02 09 15	0.198	17.88
2024 02 09 16	0.217	20.18
2024 02 09 17	0.223	22.32
2024 02 09 18	0.223	24.84
2024 02 09 19	0.216	27.27
2024 02 09 20	0.194	30.91
2024 02 09 21	0.162	37.01
2024 02 09 22	0.125	43.71
2024 02 09 23	0.103	46.16
2024 02 10 00	0.098	42.93
2024 02 10 01	0.106	38.49
2024 02 10 02	0.123	33.81
2024 02 10 03	0.147	31.09
2024 02 10 04	0.171	29.7
2024 02 10 05	0.19	29.25
2024 02 10 06	0.196	28.65
2024 02 10 07	0.191	30.45
2024 02 10 08	0.173	33.23
2024 02 10 09	0.147	35.31
2024 02 10 10	0.124	37.79
2024 02 10 11	0.108	38.65
2024 02 10 12	0.107	37.08
2024 02 10 13	0.119	34.08
2024 02 10 14	0.142	31.79
2024 02 10 15	0.17	29.57
2024 02 10 16	0.194	27.62
2024 02 10 17	0.213	27.04
2024 02 10 18	0.223	26.9
2024 02 10 19	0.218	26.33
2024 02 10 20	0.2	26.94
2024 02 10 21	0.165	28.11
2024 02 10 22	0.127	28.57
2024 02 10 23	0.098	29.16
2024 02 11 00	0.079	28.49
2024 02 11 01	0.07	25.11
2024 02 11 02	0.075	20.11
2024 02 11 03	0.09	16.03
2024 02 11 04	0.11	14.16
2024 02 11 05	0.13	13.29
2024 02 11 06	0.148	13.66
2024 02 11 07	0.153	13.94
2024 02 11 08	0.143	14.52
2024 02 11 09	0.121	14.83
2024 02 11 10	0.091	13.88
2024 02 11 11	0.065	10.61
2024 02 11 12	0.047	2.43
2024 02 11 13	0.04	350.07
2024 02 11 14	0.046	345.06
2024 02 11 15	0.059	346.42
2024 02 11 16	0.072	352.09
2024 02 11 17	0.088	354.8
2024 02 11 18	0.107	354.66
2024 02 11 19	0.12	356.66
2024 02 11 20	0.123	0.93
2024 02 11 21	0.108	5.29
2024 02 11 22	0.086	10.66
2024 02 11 23	0.063	23.31
2024 02 12 00	0.053	42.7
2024 02 12 01	0.043	74.05
2024 02 12 02	0.048	88.8
2024 02 12 03	0.059	78.31
2024 02 12 04	0.082	55.34
2024 02 12 05	0.135	36.27
2024 02 12 06	0.195	29.7
2024 02 12 07	0.234	28.31
2024 02 12 08	0.248	28.83
2024 02 12 09	0.244	30.44
2024 02 12 10	0.224	32.84
2024 02 12 11	0.193	35.33
2024 02 12 12	0.159	37.08
2024 02 12 13	0.132	35.48
2024 02 12 14	0.121	29.51
2024 02 12 15	0.122	22.15
2024 02 12 16	0.133	16.12
2024 02 12 17	0.149	11.61
2024 02 12 18	0.17	8.08
2024 02 12 19	0.19	6.93
2024 02 12 20	0.2	6.87
2024 02 12 21	0.195	7.63
2024 02 12 22	0.175	8.49
2024 02 12 23	0.149	9.65
2024 02 13 00	0.124	10.67
2024 02 13 01	0.103	11.09
2024 02 13 02	0.094	11.54
2024 02 13 03	0.101	11.97
2024 02 13 04	0.117	12.73
2024 02 13 05	0.142	14.23
2024 02 13 06	0.166	15.7
2024 02 13 07	0.184	17.35
2024 02 13 08	0.191	19.57
2024 02 13 09	0.184	21.97
2024 02 13 10	0.162	25.46
2024 02 13 11	0.132	30.44
2024 02 13 12	0.101	36.19
2024 02 13 13	0.075	42.32
2024 02 13 14	0.059	45.0
2024 02 13 15	0.054	38.33
2024 02 13 16	0.065	27.34
2024 02 13 17	0.088	19.87
2024 02 13 18	0.117	16.27
2024 02 13 19	0.151	14.95
2024 02 13 20	0.18	14.72
2024 02 13 21	0.202	15.2
2024 02 13 22	0.212	15.87
2024 02 13 23	0.209	16.96
2024 02 14 00	0.194	21.03
2024 02 14 01	0.182	21.51
2024 02 14 02	0.16	22.72
2024 02 14 03	0.15	22.64
2024 02 14 04	0.148	22.23
2024 02 14 05	0.149	21.58
2024 02 14 06	0.157	21.19
2024 02 14 07	0.167	20.59
2024 02 14 08	0.174	20.51
2024 02 14 09	0.176	21.2
2024 02 14 10	0.174	22.29
2024 02 14 11	0.161	23.71
2024 02 14 12	0.145	26.03
2024 02 14 13	0.131	27.73
2024 02 14 14	0.119	28.91
2024 02 14 15	0.116	27.66
2024 02 14 16	0.122	25.1
2024 02 14 17	0.136	21.87
2024 02 14 18	0.156	20.17
2024 02 14 19	0.178	18.33
2024 02 14 20	0.2	16.8
2024 02 14 21	0.213	16.57
2024 02 14 22	0.211	17.57
2024 02 14 23	0.191	19.47
2024 02 15 00	0.165	21.6
2024 02 15 01	0.139	23.25
2024 02 15 02	0.118	24.4
2024 02 15 03	0.105	23.41
2024 02 15 04	0.105	20.49
2024 02 15 05	0.118	16.6
2024 02 15 06	0.138	15.03
2024 02 15 07	0.154	15.74
2024 02 15 08	0.167	17.02
2024 02 15 09	0.176	19.15
2024 02 15 10	0.178	21.38
2024 02 15 11	0.174	24.79
2024 02 15 12	0.162	29.87
2024 02 15 13	0.14	36.86
2024 02 15 14	0.111	45.36
2024 02 15 15	0.091	54.38
2024 02 15 16	0.08	60.87
2024 02 15 17	0.077	60.43
2024 02 15 18	0.082	51.88
2024 02 15 19	0.102	40.66
2024 02 15 20	0.131	32.23
2024 02 15 21	0.16	27.84
2024 02 15 22	0.188	26.15
2024 02 15 23	0.202	26.43
2024 02 16 00	0.199	27.46
2024 02 16 01	0.193	29.34
2024 02 16 02	0.181	30.36
2024 02 16 03	0.168	30.37
2024 02 16 04	0.154	29.37
2024 02 16 05	0.147	27.08
2024 02 16 06	0.144	24.08
2024 02 16 07	0.145	21.43
2024 02 16 08	0.149	19.52
2024 02 16 09	0.154	18.43
2024 02 16 10	0.158	17.97
2024 02 16 11	0.156	18.2
2024 02 16 12	0.15	19.39
2024 02 16 13	0.145	19.68
2024 02 16 14	0.141	19.84
2024 02 16 15	0.137	19.09
2024 02 16 16	0.135	17.63
2024 02 16 17	0.138	15.03
2024 02 16 18	0.149	11.98
2024 02 16 19	0.165	11.17
2024 02 16 20	0.178	11.93
2024 02 16 21	0.191	13.6
2024 02 16 22	0.196	15.3
2024 02 16 23	0.198	16.97
2024 02 17 00	0.192	18.81
2024 02 17 01	0.179	20.85
2024 02 17 02	0.163	22.64
2024 02 17 03	0.144	24.44
2024 02 17 04	0.126	25.75
2024 02 17 05	0.111	25.41
2024 02 17 06	0.099	24.25
2024 02 17 07	0.088	22.52
2024 02 17 08	0.081	19.98
2024 02 17 09	0.081	17.77
2024 02 17 10	0.086	16.12
2024 02 17 11	0.092	15.68
2024 02 17 12	0.098	16.58
2024 02 17 13	0.1	17.89
2024 02 17 14	0.103	19.84
2024 02 17 15	0.102	21.07
2024 02 17 16	0.098	22.12
2024 02 17 17	0.093	21.91
2024 02 17 18	0.09	20.62
2024 02 17 19	0.091	18.43
2024 02 17 20	0.097	17.31
2024 02 17 21	0.105	17.57
2024 02 17 22	0.115	18.74
2024 02 17 23	0.121	21.71
2024 02 18 00	0.126	25.34
2024 02 18 01	0.129	28.53
2024 02 18 02	0.133	31.55
2024 02 18 03	0.134	34.39
2024 02 18 04	0.131	36.34
2024 02 18 05	0.125	37.23
2024 02 18 06	0.118	36.38
2024 02 18 07	0.11	33.97
2024 02 18 08	0.105	30.68
2024 02 18 09	0.105	25.83
2024 02 18 10	0.111	21.51
2024 02 18 11	0.122	18.13
2024 02 18 12	0.134	17.35
2024 02 18 13	0.145	18.06
2024 02 18 14	0.15	19.75
2024 02 18 15	0.153	22.21
2024 02 18 16	0.15	24.69
2024 02 18 17	0.143	26.92
2024 02 18 18	0.135	28.64
2024 02 18 19	0.124	29.23
2024 02 18 20	0.118	28.3
2024 02 18 21	0.116	25.9
2024 02 18 22	0.118	23.32
2024 02 18 23	0.121	21.71
2024 02 19 00	0.122	20.5
2024 02 19 01	0.129	18.85
2024 02 19 02	0.141	18.17
2024 02 19 03	0.149	17.94
2024 02 19 04	0.15	18.19
2024 02 19 05	0.146	17.44
2024 02 19 06	0.139	15.83
2024 02 19 07	0.127	12.72
2024 02 19 08	0.115	7.98
2024 02 19 09	0.101	3.39
2024 02 19 10	0.091	0.0
2024 02 19 11	0.086	356.67
2024 02 19 12	0.087	354.09
2024 02 19 13	0.093	355.69
2024 02 19 14	0.098	358.83
2024 02 19 15	0.1	1.71
2024 02 19 16	0.099	3.46
2024 02 19 17	0.093	4.3
2024 02 19 18	0.08	2.14
2024 02 19 19	0.056	352.87
2024 02 19 20	0.044	336.29
2024 02 19 21	0.046	324.6
2024 02 19 22	0.051	318.91
2024 02 19 23	0.053	314.23
2024 02 20 00	0.055	313.53
2024 02 20 01	0.058	320.57
2024 02 20 02	0.065	330.68
2024 02 20 03	0.071	340.29
2024 02 20 04	0.073	348.23
2024 02 20 05	0.073	355.3
2024 02 20 06	0.065	0.0
2024 02 20 07	0.049	2.33
2024 02 20 08	0.028	357.95
2024 02 20 09	0.011	329.03
2024 02 20 10	0.013	261.25
2024 02 20 11	0.022	251.56
2024 02 20 12	0.027	265.76
2024 02 20 13	0.028	294.77
2024 02 20 14	0.039	327.52
2024 02 20 15	0.056	347.69
2024 02 20 16	0.075	357.7
2024 02 20 17	0.089	4.49
2024 02 20 18	0.095	10.25
2024 02 20 19	0.095	17.1
2024 02 20 20	0.089	23.7
2024 02 20 21	0.079	30.1
2024 02 20 22	0.071	38.15
2024 02 20 23	0.07	44.42
2024 02 21 00	0.087	43.6
2024 02 21 01	0.095	42.87
2024 02 21 02	0.102	41.44
2024 02 21 03	0.118	38.13
2024 02 21 04	0.133	34.64
2024 02 21 05	0.144	32.59
2024 02 21 06	0.148	32.08
2024 02 21 07	0.145	32.38
2024 02 21 08	0.133	34.28
2024 02 21 09	0.116	36.28
2024 02 21 10	0.104	37.19
2024 02 21 11	0.094	38.08
2024 02 21 12	0.092	37.11
2024 02 21 13	0.1	34.47
2024 02 21 14	0.114	32.16
2024 02 21 15	0.134	31.91
2024 02 21 16	0.155	32.35
2024 02 21 17	0.172	33.41
2024 02 21 18	0.183	33.86
2024 02 21 19	0.189	34.44
2024 02 21 20	0.193	34.91
2024 02 21 21	0.179	36.61
2024 02 21 22	0.169	35.85
2024 02 21 23	0.16	35.07
2024 02 22 00	0.157	33.08
2024 02 22 01	0.163	30.0
2024 02 22 02	0.177	27.57
2024 02 22 03	0.198	25.66
2024 02 22 04	0.22	25.28
2024 02 22 05	0.238	25.59
2024 02 22 06	0.247	27.18
2024 02 22 07	0.245	29.8
2024 02 22 08	0.232	33.75
2024 02 22 09	0.217	38.45
2024 02 22 10	0.203	42.0
2024 02 22 11	0.197	39.65
2024 02 22 12	0.202	35.57
2024 02 22 13	0.208	32.47
2024 02 22 14	0.217	31.05
2024 02 22 15	0.227	29.83
2024 02 22 16	0.232	29.1
2024 02 22 17	0.233	29.19
2024 02 22 18	0.225	29.52
2024 02 22 19	0.199	31.06
2024 02 22 20	0.17	32.29
2024 02 22 21	0.138	33.23
2024 02 22 22	0.11	34.26
2024 02 22 23	0.087	33.87
2024 02 23 00	0.076	30.57
2024 02 23 01	0.074	25.52
2024 02 23 02	0.079	20.72
2024 02 23 03	0.097	17.87
2024 02 23 04	0.121	16.78
2024 02 23 05	0.136	16.97
2024 02 23 06	0.151	18.07
2024 02 23 07	0.154	19.25
2024 02 23 08	0.147	21.0
2024 02 23 09	0.13	22.45
2024 02 23 10	0.112	23.13
2024 02 23 11	0.098	23.96
2024 02 23 12	0.094	23.83
2024 02 23 13	0.092	22.95
2024 02 23 14	0.1	21.69
2024 02 23 15	0.113	20.02
2024 02 23 16	0.129	18.85
2024 02 23 17	0.15	19.75
2024 02 23 18	0.167	19.95
2024 02 23 19	0.176	21.2
2024 02 23 20	0.179	22.27
2024 02 23 21	0.173	23.76
2024 02 23 22	0.161	25.29
2024 02 23 23	0.148	26.04
2024 02 24 00	0.139	25.09
2024 02 24 01	0.138	23.79
2024 02 24 02	0.143	22.09
2024 02 24 03	0.155	20.77
2024 02 24 04	0.169	20.04
2024 02 24 05	0.185	19.79
2024 02 24 06	0.196	20.55
2024 02 24 07	0.197	21.37
2024 02 24 08	0.187	23.27
2024 02 24 09	0.168	25.34
2024 02 24 10	0.145	26.56
2024 02 24 11	0.123	27.39
2024 02 24 12	0.105	27.78
2024 02 24 13	0.089	25.7
2024 02 24 14	0.082	21.28
2024 02 24 15	0.081	16.42
2024 02 24 16	0.084	12.23
2024 02 24 17	0.093	10.46
2024 02 24 18	0.104	8.82
2024 02 24 19	0.11	6.74
2024 02 24 20	0.107	7.45
2024 02 24 21	0.108	10.58
2024 02 24 22	0.102	15.79
2024 02 24 23	0.091	21.21
2024 02 25 00	0.096	26.56
2024 02 25 01	0.112	28.61
2024 02 25 02	0.131	28.71
2024 02 25 03	0.152	27.74
2024 02 25 04	0.175	25.98
2024 02 25 05	0.2	24.51
2024 02 25 06	0.22	24.12
2024 02 25 07	0.234	24.48
2024 02 25 08	0.233	25.57
2024 02 25 09	0.223	27.71
2024 02 25 10	0.21	30.58
2024 02 25 11	0.195	33.12
2024 02 25 12	0.184	34.63
2024 02 25 13	0.18	35.53
2024 02 25 14	0.173	34.88
2024 02 25 15	0.169	31.71
2024 02 25 16	0.174	29.21
2024 02 25 17	0.188	28.19
2024 02 25 18	0.204	27.69
2024 02 25 19	0.217	26.8
2024 02 25 20	0.219	27.38
2024 02 25 21	0.215	28.58
2024 02 25 22	0.207	30.15
2024 02 25 23	0.193	31.47
2024 02 26 00	0.174	33.32
2024 02 26 01	0.157	33.89
2024 02 26 02	0.144	33.14
2024 02 26 03	0.137	31.03
2024 02 26 04	0.135	27.69
2024 02 26 05	0.136	25.06
2024 02 26 06	0.138	23.03
2024 02 26 07	0.134	22.35
2024 02 26 08	0.125	22.05
2024 02 26 09	0.116	18.59
2024 02 26 10	0.096	16.92
2024 02 26 11	0.072	15.94
2024 02 26 12	0.048	14.32
2024 02 26 13	0.028	6.11
2024 02 26 14	0.019	345.25
2024 02 26 15	0.015	304.69
2024 02 26 16	0.019	276.0
2024 02 26 17	0.025	279.09
2024 02 26 18	0.029	285.94
2024 02 26 19	0.03	281.3
2024 02 26 20	0.031	273.69
2024 02 26 21	0.032	257.66
2024 02 26 22	0.039	238.29
2024 02 26 23	0.053	224.23
2024 02 27 00	0.066	217.04
2024 02 27 01	0.08	213.29
2024 02 27 02	0.089	212.27
2024 02 27 03	0.094	212.84
2024 02 27 04	0.091	215.24
2024 02 27 05	0.086	218.86
2024 02 27 06	0.08	220.98
2024 02 27 07	0.073	223.89
2024 02 27 08	0.065	225.61
2024 02 27 09	0.061	224.34
2024 02 27 10	0.063	219.22
2024 02 27 11	0.068	213.69
2024 02 27 12	0.073	210.42
2024 02 27 13	0.075	209.27
2024 02 27 14	0.08	209.12
2024 02 27 15	0.078	210.46
2024 02 27 16	0.07	213.46
2024 02 27 17	0.056	217.07
2024 02 27 18	0.039	224.99
2024 02 27 19	0.024	238.24
2024 02 27 20	0.014	265.91
2024 02 27 21	0.012	321.34
2024 02 27 22	0.021	351.86
2024 02 27 23	0.036	4.76
2024 02 28 00	0.043	13.39
2024 02 28 01	0.063	16.44
2024 02 28 02	0.08	20.22
2024 02 28 03	0.111	22.18
2024 02 28 04	0.14	24.74
2024 02 28 05	0.167	28.09
2024 02 28 06	0.185	31.54
2024 02 28 07	0.2	33.61
2024 02 28 08	0.206	35.15
2024 02 28 09	0.205	36.47
2024 02 28 10	0.198	37.84
2024 02 28 11	0.188	39.41
2024 02 28 12	0.18	40.94
2024 02 28 13	0.171	42.63
2024 02 28 14	0.162	43.5
2024 02 28 15	0.155	43.43
2024 02 28 16	0.152	41.0
2024 02 28 17	0.158	36.5
2024 02 28 18	0.17	31.07
2024 02 28 19	0.188	26.42
2024 02 28 20	0.206	22.47
2024 02 28 21	0.22	19.91
2024 02 28 22	0.226	18.83
2024 02 28 23	0.223	19.08
2024 02 29 00	0.217	20.18
2024 02 29 01	0.211	21.6
2024 02 29 02	0.21	23.27
2024 02 29 03	0.21	24.73
2024 02 29 04	0.212	25.96
2024 02 29 05	0.21	27.41
2024 02 29 06	0.205	29.43
2024 02 29 07	0.198	31.85
2024 02 29 08	0.198	33.04
2024 02 29 09	0.2	33.21
2024 02 29 10	0.196	32.56
2024 02 29 11	0.194	33.69
2024 02 29 12	0.189	35.78
2024 02 29 13	0.183	36.8
2024 02 29 14	0.177	37.19
2024 02 29 15	0.173	36.53
2024 02 29 16	0.17	35.45
2024 02 29 17	0.171	34.33
2024 02 29 18	0.175	33.14
2024 02 29 19	0.177	30.9
2024 02 29 20	0.181	28.96
2024 02 29 21	0.185	26.98
2024 02 29 22	0.187	24.92
2024 02 29 23	0.183	23.48
2024 03 01 00	0.172	23.28
2024 03 01 01	0.157	23.62
2024 03 01 02	0.141	23.67
2024 03 01 03	0.13	23.02
2024 03 01 04	0.123	21.8
2024 03 01 05	0.121	20.22
2024 03 01 06	0.121	19.17
2024 03 01 07	0.127	19.71
2024 03 01 08	0.133	21.0
2024 03 01 09	0.136	22.42
2024 03 01 10	0.141	24.2
2024 03 01 11	0.147	27.08
2024 03 01 12	0.152	29.41
2024 03 01 13	0.16	30.71
2024 03 01 14	0.163	31.74
2024 03 01 15	0.163	32.04
2024 03 01 16	0.165	31.38
2024 03 01 17	0.167	29.78
2024 03 01 18	0.171	28.5
2024 03 01 19	0.174	26.56
2024 03 01 20	0.172	24.63
2024 03 01 21	0.172	22.54
2024 03 01 22	0.173	21.25
2024 03 01 23	0.169	20.67
2024 03 02 00	0.157	21.19
2024 03 02 01	0.147	21.51
2024 03 02 02	0.135	22.03
2024 03 02 03	0.135	22.19
2024 03 02 04	0.137	22.26
2024 03 02 05	0.14	21.8
2024 03 02 06	0.145	21.43
2024 03 02 07	0.147	19.78
2024 03 02 08	0.153	19.85
2024 03 02 09	0.159	21.73
2024 03 02 10	0.161	22.91
2024 03 02 11	0.16	24.32
2024 03 02 12	0.154	26.06
2024 03 02 13	0.147	27.08
2024 03 02 14	0.138	27.48
2024 03 02 15	0.128	26.76
2024 03 02 16	0.118	25.04
2024 03 02 17	0.112	21.99
2024 03 02 18	0.111	18.27
2024 03 02 19	0.118	15.67
2024 03 02 20	0.127	15.01
2024 03 02 21	0.126	16.0
2024 03 02 22	0.123	18.87
2024 03 02 23	0.13	20.65
2024 03 03 00	0.136	22.42
2024 03 03 01	0.14	24.74
2024 03 03 02	0.144	26.74
2024 03 03 03	0.146	28.48
2024 03 03 04	0.146	29.01
2024 03 03 05	0.145	28.32
2024 03 03 06	0.145	28.32
2024 03 03 07	0.144	27.62
2024 03 03 08	0.142	27.1
2024 03 03 09	0.142	26.74
2024 03 03 10	0.143	26.02
2024 03 03 11	0.144	25.49
2024 03 03 12	0.145	25.15
2024 03 03 13	0.148	24.66
2024 03 03 14	0.149	24.85
2024 03 03 15	0.148	25.87
2024 03 03 16	0.149	26.56
2024 03 03 17	0.149	26.56
2024 03 03 18	0.15	25.2
2024 03 03 19	0.153	21.87
2024 03 03 20	0.154	17.37
2024 03 03 21	0.16	13.34
2024 03 03 22	0.172	9.68
2024 03 03 23	0.185	7.73
2024 03 04 00	0.2	7.44
2024 03 04 01	0.21	8.74
2024 03 04 02	0.209	10.72
2024 03 04 03	0.203	13.07
2024 03 04 04	0.192	15.69
2024 03 04 05	0.177	18.74
2024 03 04 06	0.162	21.67
2024 03 04 07	0.15	24.69
2024 03 04 08	0.139	29.13
2024 03 04 09	0.125	33.94
2024 03 04 10	0.122	36.02
2024 03 04 11	0.134	35.34
2024 03 04 12	0.159	33.49
2024 03 04 13	0.189	31.42
2024 03 04 14	0.215	30.37
2024 03 04 15	0.232	30.2
2024 03 04 16	0.238	30.55
2024 03 04 17	0.237	31.41
2024 03 04 18	0.228	31.95
2024 03 04 19	0.212	32.49
2024 03 04 20	0.196	32.71
2024 03 04 21	0.19	31.01
2024 03 04 22	0.193	29.48
2024 03 04 23	0.197	28.37
2024 03 05 00	0.208	26.81
2024 03 05 01	0.212	26.2
2024 03 05 02	0.208	26.19
2024 03 05 03	0.196	26.56
2024 03 05 04	0.179	26.85
2024 03 05 05	0.159	26.4
2024 03 05 06	0.136	26.0
2024 03 05 07	0.112	24.73
2024 03 05 08	0.093	21.91
2024 03 05 09	0.08	17.98
2024 03 05 10	0.077	15.64
2024 03 05 11	0.079	15.25
2024 03 05 12	0.085	16.95
2024 03 05 13	0.092	18.82
2024 03 05 14	0.099	21.16
2024 03 05 15	0.101	23.79
2024 03 05 16	0.099	25.53
