Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2023 10 23 17	0.08	113.38
2023 10 23 18	0.075	125.8
2023 10 23 19	0.074	132.27
2023 10 23 20	0.077	130.84
2023 10 23 21	0.064	128.65
2023 10 23 22	0.044	125.83
2023 10 23 23	0.017	106.38
2023 10 24 00	0.017	0.0
2023 10 24 01	0.039	336.03
2023 10 24 02	0.057	328.52
2023 10 24 03	0.063	320.07
2023 10 24 04	0.063	307.95
2023 10 24 05	0.063	292.13
2023 10 24 06	0.067	276.8
2023 10 24 07	0.074	266.9
2023 10 24 08	0.076	265.48
2023 10 24 09	0.077	268.51
2023 10 24 10	0.076	276.75
2023 10 24 11	0.08	288.2
2023 10 24 12	0.09	299.98
2023 10 24 13	0.108	323.23
2023 10 24 14	0.157	351.25
2023 10 24 15	0.137	355.82
2023 10 24 16	0.102	4.48
2023 10 24 17	0.065	22.28
2023 10 24 18	0.04	55.12
2023 10 24 19	0.035	86.72
2023 10 24 20	0.043	99.24
2023 10 24 21	0.06	97.59
2023 10 24 22	0.081	98.42
2023 10 24 23	0.117	100.83
2023 10 25 00	0.131	104.03
2023 10 25 01	0.164	99.46
2023 10 25 02	0.186	94.91
2023 10 25 03	0.204	94.2
2023 10 25 04	0.215	96.92
2023 10 25 05	0.228	101.84
2023 10 25 06	0.233	107.73
2023 10 25 07	0.221	114.82
2023 10 25 08	0.208	119.26
2023 10 25 09	0.189	121.58
2023 10 25 10	0.162	120.66
2023 10 25 11	0.141	116.38
2023 10 25 12	0.119	110.1
2023 10 25 13	0.095	97.19
2023 10 25 14	0.084	76.95
2023 10 25 15	0.087	59.93
2023 10 25 16	0.095	56.97
2023 10 25 17	0.104	69.31
2023 10 25 18	0.111	87.93
2023 10 25 19	0.133	106.12
2023 10 25 20	0.165	117.64
2023 10 25 21	0.177	121.18
2023 10 25 22	0.169	122.0
2023 10 25 23	0.148	119.5
2023 10 26 00	0.158	106.49
2023 10 26 01	0.155	97.39
2023 10 26 02	0.149	87.69
2023 10 26 03	0.152	80.96
2023 10 26 04	0.162	80.77
2023 10 26 05	0.168	87.61
2023 10 26 06	0.191	100.25
2023 10 26 07	0.202	111.11
2023 10 26 08	0.212	119.57
2023 10 26 09	0.232	123.41
2023 10 26 10	0.247	123.81
2023 10 26 11	0.254	121.19
2023 10 26 12	0.26	116.66
2023 10 26 13	0.261	110.58
2023 10 26 14	0.253	104.14
2023 10 26 15	0.241	96.65
2023 10 26 16	0.239	90.95
2023 10 26 17	0.241	91.18
2023 10 26 18	0.243	97.06
2023 10 26 19	0.253	105.79
2023 10 26 20	0.255	112.34
2023 10 26 21	0.252	117.07
2023 10 26 22	0.239	119.24
2023 10 26 23	0.216	117.74
2023 10 27 00	0.195	113.16
2023 10 27 01	0.175	106.26
2023 10 27 02	0.153	96.34
2023 10 27 03	0.141	84.73
2023 10 27 04	0.142	76.15
2023 10 27 05	0.143	75.47
2023 10 27 06	0.144	84.05
2023 10 27 07	0.153	97.12
2023 10 27 08	0.176	109.87
2023 10 27 09	0.196	118.65
2023 10 27 10	0.21	120.82
2023 10 27 11	0.22	118.19
2023 10 27 12	0.219	113.06
2023 10 27 13	0.212	105.87
2023 10 27 14	0.195	97.92
2023 10 27 15	0.181	87.78
2023 10 27 16	0.175	78.49
2023 10 27 17	0.174	74.37
2023 10 27 18	0.174	78.43
2023 10 27 19	0.16	90.0
2023 10 27 20	0.14	107.01
2023 10 27 21	0.138	121.74
2023 10 27 22	0.144	128.53
2023 10 27 23	0.144	127.1
2023 10 28 00	0.132	120.44
2023 10 28 01	0.111	111.03
2023 10 28 02	0.086	92.66
2023 10 28 03	0.07	60.15
2023 10 28 04	0.08	25.92
2023 10 28 05	0.101	7.89
2023 10 28 06	0.108	1.59
2023 10 28 07	0.086	358.66
2023 10 28 08	0.046	356.26
2023 10 28 09	0.003	341.56
2023 10 28 10	0.037	180.0
2023 10 28 11	0.051	167.59
2023 10 28 12	0.051	150.94
2023 10 28 13	0.049	140.79
2023 10 28 14	0.036	114.44
2023 10 28 15	0.032	66.57
2023 10 28 16	0.045	31.6
2023 10 28 17	0.059	17.52
2023 10 28 18	0.068	17.9
2023 10 28 19	0.061	31.12
2023 10 28 20	0.058	92.96
2023 10 28 21	0.074	122.41
2023 10 28 22	0.087	141.03
2023 10 28 23	0.093	152.07
2023 10 29 00	0.075	155.8
2023 10 29 01	0.047	141.91
2023 10 29 02	0.033	100.3
2023 10 29 03	0.042	61.6
2023 10 29 04	0.066	38.92
2023 10 29 05	0.102	31.82
2023 10 29 06	0.126	33.69
2023 10 29 07	0.127	40.2
2023 10 29 08	0.105	54.65
2023 10 29 09	0.083	82.45
2023 10 29 10	0.07	114.37
2023 10 29 11	0.057	146.3
2023 10 29 12	0.044	180.0
2023 10 29 13	0.03	240.01
2023 10 29 14	0.06	305.53
2023 10 29 15	0.122	325.66
2023 10 29 16	0.19	335.18
2023 10 29 17	0.245	341.19
2023 10 29 18	0.273	345.4
2023 10 29 19	0.271	349.39
2023 10 29 20	0.242	350.49
2023 10 29 21	0.195	340.91
2023 10 29 22	0.157	323.27
2023 10 29 23	0.123	311.4
2023 10 30 00	0.081	320.46
2023 10 30 01	0.066	345.12
2023 10 30 02	0.074	12.36
2023 10 30 03	0.097	26.82
2023 10 30 04	0.119	32.36
2023 10 30 05	0.131	33.81
2023 10 30 06	0.131	32.23
2023 10 30 07	0.121	32.25
2023 10 30 08	0.099	41.72
2023 10 30 09	0.073	70.08
2023 10 30 10	0.075	116.9
2023 10 30 11	0.099	142.78
2023 10 30 12	0.115	148.78
2023 10 30 13	0.122	145.66
2023 10 30 14	0.121	138.99
2023 10 30 15	0.115	123.69
2023 10 30 16	0.119	101.59
2023 10 30 17	0.151	83.57
2023 10 30 18	0.179	74.8
2023 10 30 19	0.2	73.81
2023 10 30 20	0.205	80.21
2023 10 30 21	0.201	91.14
2023 10 30 22	0.199	103.05
2023 10 30 23	0.196	113.96
2023 10 31 00	0.177	122.79
2023 10 31 01	0.155	123.99
2023 10 31 02	0.135	119.58
2023 10 31 03	0.117	109.35
2023 10 31 04	0.101	95.09
2023 10 31 05	0.088	76.27
2023 10 31 06	0.085	54.07
2023 10 31 07	0.085	36.86
2023 10 31 08	0.076	28.9
2023 10 31 09	0.052	29.47
2023 10 31 10	0.022	41.42
2023 10 31 11	0.011	190.3
2023 10 31 12	0.038	224.99
2023 10 31 13	0.053	245.82
2023 10 31 14	0.064	275.35
2023 10 31 15	0.084	302.36
2023 10 31 16	0.115	320.25
2023 10 31 17	0.153	330.25
2023 10 31 18	0.189	335.73
2023 10 31 19	0.215	337.6
2023 10 31 20	0.214	338.09
2023 10 31 21	0.192	338.08
2023 10 31 22	0.159	333.11
2023 10 31 23	0.124	322.2
2023 11 01 00	0.08	308.43
2023 11 01 01	0.055	301.67
2023 11 01 02	0.028	314.99
2023 11 01 03	0.022	28.81
2023 11 01 04	0.03	48.99
2023 11 01 05	0.066	64.98
2023 11 01 06	0.099	69.37
2023 11 01 07	0.108	66.03
2023 11 01 08	0.117	65.83
2023 11 01 09	0.118	72.32
2023 11 01 10	0.117	86.08
2023 11 01 11	0.121	102.88
2023 11 01 12	0.132	113.65
2023 11 01 13	0.131	118.12
2023 11 01 14	0.138	113.03
2023 11 01 15	0.154	103.85
2023 11 01 16	0.173	94.95
2023 11 01 17	0.19	87.28
2023 11 01 18	0.212	79.16
2023 11 01 19	0.237	74.85
2023 11 01 20	0.253	71.63
2023 11 01 21	0.259	73.17
2023 11 01 22	0.242	81.23
2023 11 01 23	0.278	99.29
2023 11 02 00	0.336	112.75
2023 11 02 01	0.338	115.95
2023 11 02 02	0.37	115.59
2023 11 02 03	0.404	113.14
2023 11 02 04	0.42	110.02
2023 11 02 05	0.422	107.49
2023 11 02 06	0.407	104.78
2023 11 02 07	0.388	102.03
2023 11 02 08	0.362	99.69
2023 11 02 09	0.351	99.16
2023 11 02 10	0.343	101.24
2023 11 02 11	0.336	105.35
2023 11 02 12	0.336	109.61
2023 11 02 13	0.336	113.44
2023 11 02 14	0.334	115.33
2023 11 02 15	0.338	114.22
2023 11 02 16	0.335	111.67
2023 11 02 17	0.311	108.55
2023 11 02 18	0.277	103.73
2023 11 02 19	0.235	97.06
2023 11 02 20	0.192	87.61
2023 11 02 21	0.159	78.4
2023 11 02 22	0.155	78.11
2023 11 02 23	0.177	87.41
2023 11 03 00	0.208	100.5
2023 11 03 01	0.248	105.88
2023 11 03 02	0.284	108.88
2023 11 03 03	0.311	108.55
2023 11 03 04	0.322	107.14
2023 11 03 05	0.322	105.45
2023 11 03 06	0.313	103.46
2023 11 03 07	0.298	101.38
2023 11 03 08	0.277	98.91
2023 11 03 09	0.262	96.77
2023 11 03 10	0.259	96.63
2023 11 03 11	0.264	99.35
2023 11 03 12	0.282	103.1
2023 11 03 13	0.28	106.75
2023 11 03 14	0.276	109.02
2023 11 03 15	0.253	110.29
2023 11 03 16	0.232	109.6
2023 11 03 17	0.215	106.16
2023 11 03 18	0.19	101.48
2023 11 03 19	0.15	96.46
2023 11 03 20	0.095	86.38
2023 11 03 21	0.057	60.75
2023 11 03 22	0.042	20.55
2023 11 03 23	0.049	347.09
2023 11 04 00	0.062	353.55
2023 11 04 01	0.051	358.87
2023 11 04 02	0.024	350.53
2023 11 04 03	0.011	333.43
2023 11 04 04	0.003	326.3
2023 11 04 05	0.005	78.69
2023 11 04 06	0.025	66.5
2023 11 04 07	0.037	64.79
2023 11 04 08	0.05	61.38
2023 11 04 09	0.059	65.15
2023 11 04 10	0.074	75.96
2023 11 04 11	0.106	89.45
2023 11 04 12	0.153	98.6
2023 11 04 13	0.19	103.37
2023 11 04 14	0.224	106.57
2023 11 04 15	0.247	107.85
2023 11 04 16	0.258	108.5
2023 11 04 17	0.264	107.13
2023 11 04 18	0.275	104.74
2023 11 04 19	0.292	102.04
2023 11 04 20	0.312	99.94
2023 11 04 21	0.334	99.29
2023 11 04 22	0.343	99.54
2023 11 04 23	0.342	99.93
2023 11 05 00	0.332	102.15
2023 11 05 01	0.321	102.95
2023 11 05 02	0.317	105.35
2023 11 05 03	0.318	107.75
2023 11 05 04	0.313	108.78
2023 11 05 05	0.303	109.2
2023 11 05 06	0.287	108.43
2023 11 05 07	0.266	107.0
2023 11 05 08	0.24	104.67
2023 11 05 09	0.215	101.25
2023 11 05 10	0.191	96.6
2023 11 05 11	0.17	93.03
2023 11 05 12	0.15	91.9
2023 11 05 13	0.132	92.6
2023 11 05 14	0.122	96.08
2023 11 05 15	0.133	99.88
2023 11 05 16	0.136	103.52
2023 11 05 17	0.118	107.2
2023 11 05 18	0.102	106.48
2023 11 05 19	0.084	103.04
2023 11 05 20	0.054	95.29
2023 11 05 21	0.027	66.25
2023 11 05 22	0.03	11.3
2023 11 05 23	0.045	3.81
2023 11 06 00	0.05	10.2
2023 11 06 01	0.044	19.65
2023 11 06 02	0.04	41.98
2023 11 06 03	0.042	69.44
2023 11 06 04	0.054	88.93
2023 11 06 05	0.064	98.0
2023 11 06 06	0.075	101.45
2023 11 06 07	0.091	101.3
2023 11 06 08	0.103	99.46
2023 11 06 09	0.113	97.62
2023 11 06 10	0.107	94.8
2023 11 06 11	0.094	90.0
2023 11 06 12	0.088	85.45
2023 11 06 13	0.085	83.29
2023 11 06 14	0.076	82.5
2023 11 06 15	0.067	88.29
2023 11 06 16	0.07	98.93
2023 11 06 17	0.084	107.15
2023 11 06 18	0.097	109.17
2023 11 06 19	0.091	108.43
2023 11 06 20	0.075	106.26
2023 11 06 21	0.049	105.15
2023 11 06 22	0.026	92.2
2023 11 06 23	0.015	11.3
2023 11 07 00	0.039	326.3
2023 11 07 01	0.067	318.01
2023 11 07 02	0.09	312.31
2023 11 07 03	0.105	306.86
2023 11 07 04	0.112	302.27
2023 11 07 05	0.115	297.89
2023 11 07 06	0.112	292.93
2023 11 07 07	0.101	288.97
2023 11 07 08	0.081	289.32
2023 11 07 09	0.055	297.95
2023 11 07 10	0.023	332.35
2023 11 07 11	0.029	64.29
2023 11 07 12	0.052	73.3
2023 11 07 13	0.067	72.64
2023 11 07 14	0.079	73.85
2023 11 07 15	0.092	78.2
2023 11 07 16	0.1	83.15
2023 11 07 17	0.097	87.04
2023 11 07 18	0.071	91.61
2023 11 07 19	0.035	101.3
2023 11 07 20	0.01	106.69
2023 11 07 21	0.013	296.56
2023 11 07 22	0.039	301.7
2023 11 07 23	0.072	306.55
2023 11 08 00	0.107	310.83
2023 11 08 01	0.136	314.1
2023 11 08 02	0.157	316.54
2023 11 08 03	0.16	317.27
2023 11 08 04	0.149	316.62
2023 11 08 05	0.13	314.99
2023 11 08 06	0.108	310.88
2023 11 08 07	0.089	307.76
2023 11 08 08	0.075	305.8
2023 11 08 09	0.064	310.6
2023 11 08 10	0.061	324.24
2023 11 08 11	0.068	340.23
2023 11 08 12	0.08	354.99
2023 11 08 13	0.091	9.46
2023 11 08 14	0.104	25.58
2023 11 08 15	0.114	41.8
2023 11 08 16	0.12	60.66
2023 11 08 17	0.133	82.23
2023 11 08 18	0.155	99.64
2023 11 08 19	0.174	110.51
2023 11 08 20	0.193	115.76
2023 11 08 21	0.207	117.3
2023 11 08 22	0.211	114.01
2023 11 08 23	0.209	109.21
2023 11 09 00	0.211	105.08
2023 11 09 01	0.218	100.28
2023 11 09 02	0.217	96.34
2023 11 09 03	0.222	94.37
2023 11 09 04	0.235	95.85
2023 11 09 05	0.248	99.27
2023 11 09 06	0.256	104.19
2023 11 09 07	0.264	108.98
2023 11 09 08	0.271	112.03
2023 11 09 09	0.279	113.17
2023 11 09 10	0.285	112.24
2023 11 09 11	0.285	110.27
2023 11 09 12	0.269	107.96
2023 11 09 13	0.247	104.48
2023 11 09 14	0.236	101.21
2023 11 09 15	0.229	99.01
2023 11 09 16	0.227	98.34
2023 11 09 17	0.236	100.97
2023 11 09 18	0.245	105.33
2023 11 09 19	0.258	109.2
2023 11 09 20	0.272	111.09
2023 11 09 21	0.282	113.38
2023 11 09 22	0.279	113.35
2023 11 09 23	0.267	111.48
2023 11 10 00	0.26	108.36
2023 11 10 01	0.246	104.31
2023 11 10 02	0.225	99.96
2023 11 10 03	0.2	95.71
2023 11 10 04	0.183	92.81
2023 11 10 05	0.175	94.24
2023 11 10 06	0.173	99.95
2023 11 10 07	0.171	108.32
2023 11 10 08	0.174	115.09
2023 11 10 09	0.177	119.3
2023 11 10 10	0.174	120.23
2023 11 10 11	0.169	118.23
2023 11 10 12	0.158	113.81
2023 11 10 13	0.139	108.43
2023 11 10 14	0.117	99.3
2023 11 10 15	0.096	85.23
2023 11 10 16	0.077	68.06
2023 11 10 17	0.059	53.9
2023 11 10 18	0.035	45.0
2023 11 10 19	0.008	339.44
2023 11 10 20	0.043	266.0
2023 11 10 21	0.08	263.58
2023 11 10 22	0.102	266.07
2023 11 10 23	0.114	273.01
2023 11 11 00	0.126	283.26
2023 11 11 01	0.141	291.5
2023 11 11 02	0.159	300.9
2023 11 11 03	0.178	314.09
2023 11 11 04	0.198	328.78
2023 11 11 05	0.205	343.86
2023 11 11 06	0.196	4.08
2023 11 11 07	0.169	25.95
2023 11 11 08	0.117	45.0
2023 11 11 09	0.081	76.47
2023 11 11 10	0.066	113.87
2023 11 11 11	0.065	143.13
2023 11 11 12	0.061	163.03
2023 11 11 13	0.05	176.56
2023 11 11 14	0.029	193.57
2023 11 11 15	0.007	254.05
2023 11 11 16	0.024	7.12
2023 11 11 17	0.047	38.08
2023 11 11 18	0.065	62.65
2023 11 11 19	0.096	87.01
2023 11 11 20	0.152	104.03
2023 11 11 21	0.198	112.17
2023 11 11 22	0.238	114.3
2023 11 11 23	0.266	112.52
2023 11 12 00	0.276	109.68
2023 11 12 01	0.267	106.94
2023 11 12 02	0.245	103.18
2023 11 12 03	0.223	97.73
2023 11 12 04	0.208	91.92
2023 11 12 05	0.199	87.98
2023 11 12 06	0.184	89.06
2023 11 12 07	0.166	96.56
2023 11 12 08	0.154	108.43
2023 11 12 09	0.15	119.79
2023 11 12 10	0.151	125.88
2023 11 12 11	0.149	127.1
2023 11 12 12	0.14	124.59
2023 11 12 13	0.125	117.99
2023 11 12 14	0.104	105.49
2023 11 12 15	0.091	84.97
2023 11 12 16	0.091	61.18
2023 11 12 17	0.097	41.68
2023 11 12 18	0.103	32.0
2023 11 12 19	0.098	34.65
2023 11 12 20	0.087	46.84
2023 11 12 21	0.08	70.44
2023 11 12 22	0.078	94.39
2023 11 12 23	0.077	112.9
2023 11 13 00	0.063	118.17
2023 11 13 01	0.044	110.85
2023 11 13 02	0.029	74.05
2023 11 13 03	0.041	29.05
2023 11 13 04	0.073	15.73
2023 11 13 05	0.105	16.54
2023 11 13 06	0.124	23.25
2023 11 13 07	0.12	33.82
2023 11 13 08	0.098	50.34
2023 11 13 09	0.077	78.83
2023 11 13 10	0.074	112.79
2023 11 13 11	0.081	133.5
2023 11 13 12	0.079	142.12
2023 11 13 13	0.064	142.59
2023 11 13 14	0.039	132.95
2023 11 13 15	0.022	79.69
2023 11 13 16	0.042	23.55
2023 11 13 17	0.078	9.58
2023 11 13 18	0.11	4.67
2023 11 13 19	0.118	2.42
2023 11 13 20	0.107	3.74
2023 11 13 21	0.082	11.85
2023 11 13 22	0.06	41.0
2023 11 13 23	0.069	81.75
2023 11 14 00	0.094	97.27
2023 11 14 01	0.116	99.38
2023 11 14 02	0.129	95.75
2023 11 14 03	0.136	88.31
2023 11 14 04	0.138	78.77
2023 11 14 05	0.141	68.87
2023 11 14 06	0.145	62.2
2023 11 14 07	0.149	65.49
2023 11 14 08	0.163	80.82
2023 11 14 09	0.185	99.61
2023 11 14 10	0.209	115.46
2023 11 14 11	0.239	124.61
2023 11 14 12	0.256	127.22
2023 11 14 13	0.228	125.56
2023 11 14 14	0.207	119.16
2023 11 14 15	0.202	109.95
2023 11 14 16	0.189	99.41
2023 11 14 17	0.184	88.44
2023 11 14 18	0.189	79.34
2023 11 14 19	0.192	74.95
2023 11 14 20	0.189	78.09
2023 11 14 21	0.182	86.85
2023 11 14 22	0.177	100.36
2023 11 14 23	0.185	112.83
2023 11 15 00	0.226	120.87
2023 11 15 01	0.198	122.24
2023 11 15 02	0.158	117.37
2023 11 15 03	0.12	108.88
2023 11 15 04	0.086	93.32
2023 11 15 05	0.063	63.83
2023 11 15 06	0.069	34.38
2023 11 15 07	0.08	21.8
2023 11 15 08	0.077	17.26
2023 11 15 09	0.054	11.72
2023 11 15 10	0.021	2.72
2023 11 15 11	0.021	248.19
2023 11 15 12	0.047	240.7
2023 11 15 13	0.061	253.92
2023 11 15 14	0.065	278.74
2023 11 15 15	0.082	304.07
2023 11 15 16	0.12	322.08
2023 11 15 17	0.16	331.67
2023 11 15 18	0.197	338.35
2023 11 15 19	0.223	344.4
2023 11 15 20	0.229	353.24
2023 11 15 21	0.211	4.6
2023 11 15 22	0.166	17.45
2023 11 15 23	0.11	34.69
2023 11 16 00	0.076	59.42
2023 11 16 01	0.074	90.0
2023 11 16 02	0.086	108.85
2023 11 16 03	0.106	118.48
2023 11 16 04	0.148	116.91
2023 11 16 05	0.178	113.83
2023 11 16 06	0.206	104.84
2023 11 16 07	0.233	96.63
2023 11 16 08	0.255	95.84
2023 11 16 09	0.276	101.87
2023 11 16 10	0.29	109.05
2023 11 16 11	0.293	115.6
2023 11 16 12	0.293	120.49
2023 11 16 13	0.289	121.71
2023 11 16 14	0.278	120.15
2023 11 16 15	0.26	116.46
2023 11 16 16	0.24	111.22
2023 11 16 17	0.219	104.79
2023 11 16 18	0.2	97.44
2023 11 16 19	0.187	90.0
2023 11 16 20	0.182	85.91
2023 11 16 21	0.181	87.78
2023 11 16 22	0.177	95.16
2023 11 16 23	0.174	106.35
2023 11 17 00	0.175	115.98
2023 11 17 01	0.159	124.28
2023 11 17 02	0.14	128.91
2023 11 17 03	0.116	128.04
2023 11 17 04	0.089	121.73
2023 11 17 05	0.059	107.52
2023 11 17 06	0.037	71.56
2023 11 17 07	0.044	18.43
2023 11 17 08	0.068	358.31
2023 11 17 09	0.076	353.24
2023 11 17 10	0.069	350.94
2023 11 17 11	0.053	348.05
2023 11 17 12	0.031	333.43
2023 11 17 13	0.022	290.85
2023 11 17 14	0.03	273.81
2023 11 17 15	0.037	288.43
2023 11 17 16	0.049	313.36
2023 11 17 17	0.077	325.49
2023 11 17 18	0.11	332.04
2023 11 17 19	0.14	338.72
2023 11 17 20	0.167	345.79
2023 11 17 21	0.182	353.38
2023 11 17 22	0.178	0.96
2023 11 17 23	0.156	8.8
2023 11 18 00	0.12	19.94
2023 11 18 01	0.086	41.24
2023 11 18 02	0.077	73.44
2023 11 18 03	0.096	97.12
2023 11 18 04	0.121	104.26
2023 11 18 05	0.13	106.06
2023 11 18 06	0.143	104.13
2023 11 18 07	0.134	102.48
2023 11 18 08	0.122	98.46
2023 11 18 09	0.112	93.57
2023 11 18 10	0.105	93.27
2023 11 18 11	0.101	101.3
2023 11 18 12	0.101	114.53
2023 11 18 13	0.102	125.08
2023 11 18 14	0.1	130.97
2023 11 18 15	0.089	129.55
2023 11 18 16	0.072	117.97
2023 11 18 17	0.058	94.92
2023 11 18 18	0.059	62.15
2023 11 18 19	0.08	38.43
2023 11 18 20	0.106	25.6
2023 11 18 21	0.131	20.91
2023 11 18 22	0.146	23.4
2023 11 18 23	0.147	35.62
2023 11 19 00	0.151	59.03
2023 11 19 01	0.153	81.02
2023 11 19 02	0.158	99.46
2023 11 19 03	0.162	110.1
2023 11 19 04	0.16	113.85
2023 11 19 05	0.148	112.08
2023 11 19 06	0.132	105.82
2023 11 19 07	0.112	98.7
2023 11 19 08	0.093	86.92
2023 11 19 09	0.079	68.6
2023 11 19 10	0.073	54.37
2023 11 19 11	0.061	51.63
2023 11 19 12	0.039	72.47
2023 11 19 13	0.028	112.93
2023 11 19 14	0.039	159.27
2023 11 19 15	0.051	176.63
2023 11 19 16	0.05	185.71
2023 11 19 17	0.037	195.52
2023 11 19 18	0.018	220.6
2023 11 19 19	0.015	323.13
2023 11 19 20	0.039	352.69
2023 11 19 21	0.064	3.57
2023 11 19 22	0.087	10.53
2023 11 19 23	0.103	16.32
2023 11 20 00	0.1	22.75
2023 11 20 01	0.078	31.46
2023 11 20 02	0.044	47.72
2023 11 20 03	0.02	119.05
2023 11 20 04	0.035	188.13
2023 11 20 05	0.055	217.69
2023 11 20 06	0.074	236.52
2023 11 20 07	0.078	255.25
2023 11 20 08	0.079	272.89
2023 11 20 09	0.074	288.92
2023 11 20 10	0.066	312.56
2023 11 20 11	0.054	343.9
2023 11 20 12	0.048	34.99
2023 11 20 13	0.071	82.77
2023 11 20 14	0.115	106.08
2023 11 20 15	0.155	116.72
2023 11 20 16	0.182	120.91
2023 11 20 17	0.194	119.85
2023 11 20 18	0.203	114.67
2023 11 20 19	0.22	107.94
2023 11 20 20	0.235	101.73
2023 11 20 21	0.238	97.48
2023 11 20 22	0.235	93.89
2023 11 20 23	0.227	92.27
2023 11 21 00	0.223	92.05
2023 11 21 01	0.221	94.39
2023 11 21 02	0.22	99.67
2023 11 21 03	0.22	105.8
2023 11 21 04	0.217	111.26
2023 11 21 05	0.209	115.09
2023 11 21 06	0.202	116.05
2023 11 21 07	0.198	114.1
2023 11 21 08	0.192	110.41
2023 11 21 09	0.185	106.28
2023 11 21 10	0.177	101.05
2023 11 21 11	0.167	95.81
2023 11 21 12	0.158	91.08
2023 11 21 13	0.147	89.22
2023 11 21 14	0.143	94.0
2023 11 21 15	0.143	103.74
2023 11 21 16	0.145	115.15
2023 11 21 17	0.143	123.91
2023 11 21 18	0.137	129.11
2023 11 21 19	0.128	131.22
2023 11 21 20	0.111	133.17
2023 11 21 21	0.087	134.07
2023 11 21 22	0.058	130.17
2023 11 21 23	0.03	117.4
2023 11 22 00	0.016	75.96
2023 11 22 01	0.021	2.72
2023 11 22 02	0.026	340.2
2023 11 22 03	0.022	307.87
2023 11 22 04	0.031	259.04
2023 11 22 05	0.047	243.97
2023 11 22 06	0.064	242.24
2023 11 22 07	0.077	248.74
2023 11 22 08	0.087	260.1
2023 11 22 09	0.1	272.86
2023 11 22 10	0.115	284.51
2023 11 22 11	0.134	295.61
2023 11 22 12	0.154	302.86
2023 11 22 13	0.167	307.96
2023 11 22 14	0.167	310.15
2023 11 22 15	0.155	308.71
2023 11 22 16	0.137	301.96
2023 11 22 17	0.13	289.26
2023 11 22 18	0.14	277.37
2023 11 22 19	0.158	273.98
2023 11 22 20	0.174	275.25
2023 11 22 21	0.18	280.19
2023 11 22 22	0.19	287.76
2023 11 22 23	0.211	295.47
2023 11 23 00	0.226	302.35
2023 11 23 01	0.242	307.62
2023 11 23 02	0.251	312.9
2023 11 23 03	0.248	317.44
2023 11 23 04	0.237	319.79
2023 11 23 05	0.218	318.71
2023 11 23 06	0.2	313.78
2023 11 23 07	0.193	306.81
2023 11 23 08	0.204	300.57
2023 11 23 09	0.227	296.11
2023 11 23 10	0.259	294.59
2023 11 23 11	0.295	296.3
2023 11 23 12	0.325	299.87
2023 11 23 13	0.34	303.27
2023 11 23 14	0.346	305.71
2023 11 23 15	0.343	307.43
2023 11 23 16	0.331	307.28
2023 11 23 17	0.31	304.35
2023 11 23 18	0.295	298.3
2023 11 23 19	0.291	291.54
2023 11 23 20	0.279	286.62
2023 11 23 21	0.261	283.93
2023 11 23 22	0.258	284.35
2023 11 23 23	0.259	287.24
2023 11 24 00	0.261	292.04
2023 11 24 01	0.267	298.09
2023 11 24 02	0.273	304.73
2023 11 24 03	0.27	310.34
2023 11 24 04	0.253	313.88
2023 11 24 05	0.221	314.45
2023 11 24 06	0.183	309.92
2023 11 24 07	0.156	299.83
2023 11 24 08	0.147	288.18
2023 11 24 09	0.151	279.89
2023 11 24 10	0.159	278.28
2023 11 24 11	0.17	282.56
2023 11 24 12	0.183	291.1
2023 11 24 13	0.197	301.36
2023 11 24 14	0.21	312.1
2023 11 24 15	0.215	322.17
2023 11 24 16	0.202	331.41
2023 11 24 17	0.168	337.69
2023 11 24 18	0.119	341.41
2023 11 24 19	0.067	344.52
2023 11 24 20	0.024	355.23
2023 11 24 21	0.008	144.46
2023 11 24 22	0.024	170.53
2023 11 24 23	0.019	183.01
2023 11 25 00	0.008	277.12
2023 11 25 01	0.036	339.07
2023 11 25 02	0.073	348.99
2023 11 25 03	0.109	353.19
2023 11 25 04	0.135	357.03
2023 11 25 05	0.141	2.03
2023 11 25 06	0.121	8.06
2023 11 25 07	0.084	13.7
2023 11 25 08	0.039	22.61
2023 11 25 09	0.002	63.43
2023 11 25 10	0.019	222.87
2023 11 25 11	0.025	246.5
2023 11 25 12	0.039	292.61
2023 11 25 13	0.076	318.17
2023 11 25 14	0.123	327.2
2023 11 25 15	0.174	331.96
2023 11 25 16	0.216	334.5
2023 11 25 17	0.235	334.85
2023 11 25 18	0.226	332.07
2023 11 25 19	0.198	326.07
2023 11 25 20	0.176	315.45
2023 11 25 21	0.165	303.69
2023 11 25 22	0.165	295.01
2023 11 25 23	0.169	291.86
2023 11 26 00	0.168	296.41
2023 11 26 01	0.168	305.1
2023 11 26 02	0.171	315.7
2023 11 26 03	0.178	325.95
2023 11 26 04	0.183	334.83
2023 11 26 05	0.179	342.87
2023 11 26 06	0.158	350.53
2023 11 26 07	0.114	359.49
2023 11 26 08	0.06	17.24
2023 11 26 09	0.03	84.28
2023 11 26 10	0.053	131.98
2023 11 26 11	0.079	136.02
2023 11 26 12	0.096	129.95
2023 11 26 13	0.103	120.77
2023 11 26 14	0.109	109.26
2023 11 26 15	0.116	97.36
2023 11 26 16	0.128	86.86
2023 11 26 17	0.149	83.06
2023 11 26 18	0.169	85.26
