Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2023 05 27 16	1.18	6.3	12.11	4	0.0	180	0.84	5.58	10	0.84	13.16	350
2023 05 27 17	1.16	6.28	12.11	4	0.0	180	0.88	5.7	10	0.88	13.97	349
2023 05 27 18	1.14	6.24	12.11	5	0.0	180	0.55	11.84	357	0.43	10.0	335
2023 05 27 19	1.11	6.2	11.01	5	0.0	180	0.6	10.53	343	0.34	12.59	5
2023 05 27 20	1.08	6.15	11.01	5	0.0	180	0.83	5.26	16	0.83	13.49	348
2023 05 27 21	1.05	6.09	11.01	5	0.0	180	0.8	5.25	16	0.8	13.1	348
2023 05 27 22	1.03	6.02	11.01	5	0.0	220	0.79	4.98	18	0.79	12.8	348
2023 05 27 23	1.02	5.93	11.01	5	0.0	180	0.79	4.9	18	0.79	12.9	348
2023 05 28 00	1.01	5.85	11.01	6	0.0	180	0.78	4.93	17	0.78	12.9	347
2023 05 28 01	0.99	5.76	11.01	6	0.0	180	0.77	4.76	19	0.77	12.9	347
2023 05 28 02	0.96	5.66	11.01	6	0.01	255	0.74	4.69	19	0.74	12.53	347
2023 05 28 03	0.94	5.57	11.01	6	0.0	180	0.72	4.54	20	0.72	12.34	347
2023 05 28 04	0.91	5.47	11.01	6	0.0	180	0.69	4.42	21	0.69	11.83	346
2023 05 28 05	0.88	5.37	11.01	5	0.03	295	0.58	10.14	346	0.5	4.88	7
2023 05 28 06	0.85	5.23	11.01	5	0.04	301	0.63	4.28	21	0.63	11.19	346
2023 05 28 07	0.83	4.64	11.01	3	0.15	317	0.6	4.28	21	0.6	10.85	346
2023 05 28 08	0.84	4.15	11.01	359	0.27	317	0.54	9.95	345	0.53	4.54	22
2023 05 28 09	0.84	3.97	10.01	355	0.34	313	0.52	9.93	345	0.49	4.46	22
2023 05 28 10	0.83	3.92	10.01	353	0.33	309	0.51	9.89	345	0.46	4.43	22
2023 05 28 11	0.82	4.03	10.01	353	0.23	298	0.5	9.84	345	0.41	4.16	28
2023 05 28 12	0.81	4.2	10.01	353	0.13	304	0.49	9.77	345	0.33	5.57	350
2023 05 28 13	0.81	4.41	10.01	354	0.0	180	0.47	9.74	344	0.44	5.29	354
2023 05 28 14	0.81	4.64	10.01	355	0.0	180	0.62	4.54	6	0.62	12.8	344
2023 05 28 15	0.81	4.8	10.01	356	0.05	287	0.66	4.29	2	0.66	13.99	344
2023 05 28 16	0.81	4.78	10.01	357	0.1	304	0.66	4.61	2	0.66	14.09	344
2023 05 28 17	0.81	4.81	10.01	357	0.0	180	0.67	4.31	1	0.67	14.64	343
2023 05 28 18	0.8	4.9	10.01	358	0.0	180	0.67	4.45	2	0.67	14.96	343
2023 05 28 19	0.79	4.97	10.01	359	0.0	180	0.53	4.6	349	0.53	12.3	343
2023 05 28 20	0.79	5.0	10.01	0	0.0	180	0.53	4.7	350	0.53	12.45	343
2023 05 28 21	0.79	5.01	6.21	0	0.0	180	0.53	4.77	350	0.31	9.7	349
2023 05 28 22	0.8	5.02	6.21	0	0.0	180	0.55	4.88	349	0.44	4.23	30
2023 05 28 23	0.81	5.02	5.65	1	0.0	180	0.56	4.96	349	0.45	4.24	30
2023 05 29 00	0.82	5.02	5.65	1	0.0	180	0.53	5.07	347	0.52	4.31	25
2023 05 29 01	0.83	4.99	5.65	2	0.0	180	0.59	5.01	350	0.47	4.25	30
2023 05 29 02	0.83	4.96	5.65	2	0.0	265	0.59	5.06	350	0.47	4.22	30
2023 05 29 03	0.83	4.94	5.65	2	0.01	257	0.58	5.03	350	0.47	4.19	30
2023 05 29 04	0.82	4.94	5.65	3	0.0	180	0.71	4.54	5	0.19	6.38	23
2023 05 29 05	0.8	4.96	5.65	3	0.0	180	0.7	4.45	8	0.24	13.42	0
2023 05 29 06	0.79	4.97	5.65	3	0.0	180	0.68	4.4	8	0.27	13.17	359
2023 05 29 07	0.78	5.05	13.32	2	0.0	180	0.49	4.61	351	0.49	20.49	358
2023 05 29 08	0.78	5.13	13.32	2	0.0	180	0.48	4.61	351	0.48	18.12	358
2023 05 29 09	0.78	4.9	13.32	1	0.12	319	0.46	5.02	351	0.46	16.05	358
2023 05 29 10	0.81	4.37	13.32	359	0.22	320	0.47	4.98	352	0.47	14.57	358
2023 05 29 11	0.86	4.26	13.32	356	0.2	305	0.54	5.49	356	0.54	15.81	357
2023 05 29 12	0.9	4.44	13.32	355	0.09	293	0.68	4.78	4	0.68	18.58	356
2023 05 29 13	0.94	4.71	12.11	356	0.06	304	0.61	3.98	345	0.61	16.06	356
2023 05 29 14	0.98	4.99	12.11	358	0.0	180	0.85	4.45	358	0.85	21.77	356
2023 05 29 15	1.01	5.29	12.11	0	0.0	180	0.89	4.77	1	0.89	22.32	355
2023 05 29 16	1.04	5.53	12.11	1	0.0	180	0.92	5.02	3	0.92	22.65	355
2023 05 29 17	1.04	5.71	6.83	2	0.0	180	0.92	5.2	4	0.48	11.76	355
2023 05 29 18	1.04	5.83	6.83	3	0.0	180	0.92	5.32	6	0.47	11.66	354
2023 05 29 19	1.03	5.89	6.83	4	0.0	180	0.92	5.37	7	0.48	11.4	353
2023 05 29 20	1.04	5.87	6.83	5	0.0	180	0.93	5.39	8	0.47	11.3	353
2023 05 29 21	1.07	5.79	6.83	6	0.0	180	0.96	5.36	9	0.38	11.67	359
2023 05 29 22	1.1	5.71	6.83	6	0.0	180	1.0	5.32	10	0.45	11.1	352
2023 05 29 23	1.1	5.66	6.83	7	0.0	180	1.0	5.28	10	0.45	11.0	352
2023 05 30 00	1.09	5.64	6.83	7	0.0	180	0.99	5.26	11	0.45	10.89	351
2023 05 30 01	1.06	5.65	6.83	7	0.0	180	0.96	5.25	11	0.44	10.79	351
2023 05 30 02	1.04	5.65	6.83	7	0.0	180	0.94	5.24	11	0.44	10.7	350
2023 05 30 03	1.01	5.65	6.83	6	0.0	180	0.91	5.22	10	0.44	10.62	350
2023 05 30 04	0.98	5.64	6.83	5	0.0	180	0.88	5.2	9	0.44	10.55	350
2023 05 30 05	0.96	5.63	6.83	5	0.0	180	0.66	4.82	20	0.53	5.94	350
2023 05 30 06	0.93	5.61	6.83	4	0.0	180	0.63	4.71	20	0.53	5.98	351
2023 05 30 07	0.9	5.59	10.01	3	0.0	180	0.52	5.96	351	0.42	10.39	349
2023 05 30 08	0.88	5.58	10.01	3	0.0	180	0.61	5.66	356	0.61	13.9	351
2023 05 30 09	0.87	5.59	10.01	3	0.0	180	0.61	5.62	357	0.61	13.33	350
2023 05 30 10	0.89	5.65	10.01	3	0.0	180	0.76	5.07	8	0.45	9.95	350
2023 05 30 11	0.93	5.73	7.52	4	0.0	180	0.65	5.76	357	0.5	4.61	25
2023 05 30 12	0.99	5.82	7.52	5	0.0	180	0.73	6.03	358	0.54	4.77	26
2023 05 30 13	1.04	5.89	7.52	6	0.0	180	1.04	5.89	6	0.01	17.5	79
2023 05 30 14	1.09	5.94	7.52	8	0.0	180	1.09	5.94	8	0.01	17.5	79
2023 05 30 15	1.11	5.96	7.52	9	0.0	180	1.08	5.87	11	0.22	10.51	337
2023 05 30 16	1.1	5.94	7.52	11	0.01	75	1.08	5.87	12	0.22	10.52	337
2023 05 30 17	1.08	5.9	7.52	11	0.0	180	1.08	5.9	11	0.01	17.33	79
2023 05 30 18	1.05	5.85	7.52	12	0.0	180	1.05	5.85	12	0.01	17.33	79
2023 05 30 19	1.03	5.81	6.83	12	0.0	180	1.03	5.81	12	0.01	17.33	79
2023 05 30 20	1.01	5.78	6.83	13	0.0	180	0.95	5.58	17	0.32	9.6	341
2023 05 30 21	1.0	5.77	6.83	13	0.0	180	0.94	5.55	17	0.33	9.49	340
2023 05 30 22	0.99	5.75	6.83	14	0.0	180	0.93	5.54	18	0.32	9.46	340
2023 05 30 23	0.98	5.71	6.83	14	0.0	180	0.92	5.5	18	0.31	9.44	340
2023 05 31 00	0.96	5.64	6.83	14	0.0	180	0.9	5.44	18	0.31	9.42	340
2023 05 31 01	0.93	5.55	6.83	14	0.0	180	0.87	5.31	18	0.33	9.54	343
2023 05 31 02	0.9	5.45	6.83	14	0.0	180	0.84	5.2	18	0.32	9.48	342
2023 05 31 03	0.86	5.35	6.83	13	0.0	180	0.8	5.08	18	0.32	9.46	342
2023 05 31 04	0.82	5.25	6.21	13	0.0	180	0.59	5.26	8	0.45	4.46	35
2023 05 31 05	0.79	5.15	6.21	12	0.0	180	0.71	4.8	18	0.33	9.31	344
2023 05 31 06	0.75	5.05	6.21	11	0.0	180	0.68	4.68	18	0.33	9.29	344
2023 05 31 07	0.72	4.96	6.21	10	0.0	180	0.62	4.47	19	0.32	9.26	343
2023 05 31 08	0.69	4.88	5.65	9	0.0	180	0.58	4.34	19	0.33	9.14	344
2023 05 31 09	0.66	4.79	5.65	8	0.03	319	0.54	4.3	19	0.33	9.12	344
2023 05 31 10	0.64	4.68	5.65	7	0.03	324	0.52	4.2	18	0.32	9.05	344
2023 05 31 11	0.62	4.61	5.65	6	0.0	180	0.5	3.91	18	0.32	9.0	344
2023 05 31 12	0.62	4.62	5.65	5	0.0	180	0.49	3.91	17	0.32	8.98	344
2023 05 31 13	0.65	4.75	5.65	6	0.0	180	0.51	4.05	17	0.23	6.49	354
2023 05 31 14	0.71	4.97	6.83	7	0.0	180	0.64	4.62	12	0.3	9.06	343
2023 05 31 15	0.79	5.21	6.83	9	0.0	180	0.79	5.21	9	0.01	16.5	79
2023 05 31 16	0.86	5.38	6.83	11	0.0	180	0.86	5.38	11	0.01	16.5	79
2023 05 31 17	0.91	5.46	6.83	13	0.0	180	0.91	5.46	13	0.01	17.01	79
2023 05 31 18	0.92	5.49	6.83	14	0.0	180	0.92	5.49	14	0.01	17.01	79
2023 05 31 19	0.92	5.48	6.83	15	0.0	180	0.92	5.48	15	0.01	17.01	79
2023 05 31 20	0.91	5.45	6.83	16	0.0	180	0.91	5.45	16	0.01	17.01	79
2023 05 31 21	0.88	5.4	6.83	17	0.0	180	0.88	5.4	17	0.01	16.87	79
2023 05 31 22	0.86	5.34	6.83	17	0.0	180	0.86	5.34	17	0.01	16.87	79
2023 05 31 23	0.83	5.26	6.21	18	0.0	180	0.83	5.26	18	0.01	16.38	79
2023 06 01 00	0.79	5.16	6.21	18	0.0	180	0.79	5.16	18	0.01	16.38	79
2023 06 01 01	0.77	5.05	6.21	18	0.0	180	0.77	5.05	18	0.01	16.38	79
2023 06 01 02	0.74	4.94	6.21	18	0.0	180	0.71	4.81	21	0.2	8.77	336
2023 06 01 03	0.71	4.84	6.21	18	0.0	180	0.7	4.76	20	0.15	8.46	325
2023 06 01 04	0.69	4.75	6.21	18	0.0	180	0.67	4.65	20	0.16	8.59	329
2023 06 01 05	0.67	4.66	6.21	17	0.0	180	0.65	4.56	20	0.16	8.58	329
2023 06 01 06	0.64	4.58	5.65	17	0.0	180	0.62	4.47	20	0.16	8.51	329
2023 06 01 07	0.62	4.5	5.65	17	0.0	180	0.53	4.11	24	0.22	6.49	9
2023 06 01 08	0.59	4.43	5.65	16	0.0	180	0.54	4.18	22	0.17	6.99	355
2023 06 01 09	0.57	4.35	5.65	16	0.02	316	0.51	4.16	22	0.18	6.98	356
2023 06 01 10	0.55	4.27	5.65	15	0.0	180	0.5	3.98	22	0.19	7.05	355
2023 06 01 11	0.54	4.19	5.13	15	0.0	180	0.48	3.87	22	0.16	6.38	355
2023 06 01 12	0.52	4.08	5.13	14	0.0	180	0.44	3.65	22	0.13	5.76	12
2023 06 01 13	0.51	3.99	5.13	13	0.0	180	0.45	3.65	20	0.16	6.35	355
2023 06 01 14	0.5	3.94	5.13	11	0.0	180	0.43	3.54	20	0.19	6.09	355
2023 06 01 15	0.51	3.91	5.13	10	0.0	180	0.42	3.42	18	0.26	6.48	354
2023 06 01 16	0.54	3.99	6.21	8	0.0	180	0.26	6.25	353	0.2	6.96	16
2023 06 01 17	0.59	4.22	6.21	8	0.0	180	0.43	4.48	23	0.4	3.88	352
2023 06 01 18	0.64	4.48	6.21	8	0.0	180	0.64	4.44	9	0.09	9.62	324
2023 06 01 19	0.68	4.68	6.21	8	0.0	180	0.67	4.65	9	0.07	10.29	329
2023 06 01 20	0.68	4.78	6.21	9	0.0	180	0.68	4.74	9	0.08	10.5	339
2023 06 01 21	0.68	4.78	6.21	9	0.04	77	0.67	4.81	10	0.08	9.25	317
2023 06 01 22	0.67	4.76	6.21	10	0.0	180	0.66	4.71	11	0.08	9.14	321
2023 06 01 23	0.68	4.75	6.21	11	0.0	180	0.67	4.7	12	0.08	9.09	320
2023 06 02 00	0.72	4.56	6.21	14	0.0	180	0.71	4.52	15	0.1	9.68	332
2023 06 02 01	0.79	4.3	6.21	21	0.0	180	0.72	4.7	16	0.28	2.89	71
2023 06 02 02	0.82	4.27	6.21	26	0.0	180	0.72	4.72	16	0.22	3.85	57
2023 06 02 03	0.8	4.28	5.65	28	0.0	180	0.69	4.74	16	0.29	3.81	60
2023 06 02 04	0.76	4.25	5.65	28	0.0	180	0.75	4.22	29	0.08	9.06	320
2023 06 02 05	0.71	4.18	5.65	28	0.01	255	0.62	4.7	18	0.32	3.15	72
2023 06 02 06	0.66	4.1	5.65	28	0.02	284	0.65	4.1	29	0.08	9.0	318
2023 06 02 07	0.63	4.05	5.65	28	0.01	301	0.54	4.55	18	0.29	3.1	69
2023 06 02 08	0.6	4.02	5.65	28	0.01	285	0.51	4.49	18	0.29	3.2	67
2023 06 02 09	0.58	4.01	5.13	29	0.0	180	0.45	4.16	23	0.3	3.26	67
2023 06 02 10	0.57	4.0	5.13	30	0.0	180	0.3	4.0	34	0.3	4.18	12
2023 06 02 11	0.55	3.99	5.13	30	0.0	180	0.26	3.88	11	0.2	4.32	29
2023 06 02 12	0.54	4.0	5.13	30	0.0	180	0.31	3.92	18	0.17	5.68	351
2023 06 02 13	0.53	4.0	5.13	29	0.0	180	0.36	3.81	26	0.2	8.88	351
2023 06 02 14	0.52	4.0	5.13	28	0.0	180	0.31	3.69	22	0.21	8.64	352
2023 06 02 15	0.51	3.99	4.24	26	0.0	180	0.29	3.59	22	0.29	11.57	352
2023 06 02 16	0.49	3.99	4.24	25	0.0	180	0.24	8.11	352	0.17	5.34	351
2023 06 02 17	0.49	3.99	4.24	25	0.0	180	0.3	6.64	352	0.29	3.32	67
2023 06 02 18	0.5	3.97	4.24	25	0.0	180	0.31	6.55	352	0.28	3.33	71
2023 06 02 19	0.51	3.96	4.24	25	0.0	180	0.33	6.46	353	0.3	3.3	68
2023 06 02 20	0.54	4.01	6.83	23	0.0	180	0.36	6.39	355	0.32	3.25	65
2023 06 02 21	0.57	4.11	6.83	20	0.0	180	0.42	6.24	358	0.32	3.23	64
2023 06 02 22	0.6	4.22	6.83	18	0.0	180	0.42	6.38	5	0.23	5.38	350
2023 06 02 23	0.62	4.32	6.83	16	0.0	180	0.54	5.06	4	0.29	3.05	65
2023 06 03 00	0.64	4.4	6.83	15	0.0	180	0.56	5.09	5	0.27	3.0	64
2023 06 03 01	0.64	4.45	6.83	15	0.0	180	0.57	5.09	6	0.26	2.98	64
2023 06 03 02	0.64	4.48	6.83	14	0.0	180	0.59	4.97	8	0.19	3.23	61
2023 06 03 03	0.64	4.5	6.21	14	0.0	180	0.59	4.91	10	0.2	2.78	71
2023 06 03 04	0.64	4.51	6.21	14	0.0	180	0.6	4.8	11	0.18	2.78	74
2023 06 03 05	0.64	4.49	6.21	14	0.0	180	0.6	4.75	11	0.09	11.2	344
2023 06 03 06	0.63	4.45	6.21	14	0.0	180	0.59	4.68	11	0.13	9.66	330
2023 06 03 07	0.61	4.4	6.21	14	0.0	180	0.57	4.6	12	0.11	10.75	339
2023 06 03 08	0.59	4.36	5.65	13	0.0	180	0.55	4.54	12	0.09	11.22	344
2023 06 03 09	0.58	4.34	5.65	13	0.0	180	0.54	4.52	12	0.1	10.32	330
2023 06 03 10	0.58	4.37	5.65	13	0.02	325	0.54	4.53	13	0.11	10.01	358
2023 06 03 11	0.6	4.43	5.65	13	0.03	330	0.55	4.51	14	0.17	9.52	348
2023 06 03 12	0.63	4.47	5.65	13	0.0	180	0.58	4.38	13	0.18	9.46	350
2023 06 03 13	0.65	4.52	5.65	13	0.0	180	0.6	4.3	13	0.2	9.32	351
2023 06 03 14	0.67	4.6	5.65	12	0.0	180	0.61	4.5	12	0.23	9.0	347
2023 06 03 15	0.69	4.67	5.65	12	0.03	353	0.59	4.5	13	0.3	8.1	349
2023 06 03 16	0.71	4.68	5.65	11	0.04	14	0.53	4.24	15	0.43	7.32	356
2023 06 03 17	0.74	4.61	6.83	10	0.04	58	0.72	4.79	8	0.16	3.42	72
2023 06 03 18	0.77	4.55	6.83	10	0.0	180	0.75	4.68	9	0.07	10.3	324
2023 06 03 19	0.79	4.62	6.83	11	0.0	180	0.77	4.75	9	0.07	10.29	324
2023 06 03 20	0.8	4.61	6.83	12	0.0	180	0.79	4.62	11	0.06	10.28	324
2023 06 03 21	0.82	4.59	6.21	13	0.0	180	0.81	4.56	14	0.11	9.01	320
2023 06 03 22	0.82	4.59	6.21	14	0.0	180	0.81	4.55	15	0.12	8.84	321
2023 06 03 23	0.82	4.6	6.21	15	0.0	180	0.81	4.56	16	0.12	8.95	324
2023 06 04 00	0.8	4.6	6.21	16	0.0	180	0.79	4.55	17	0.13	8.85	326
2023 06 04 01	0.78	4.6	6.21	17	0.0	180	0.77	4.55	18	0.13	8.82	325
2023 06 04 02	0.75	4.57	5.65	18	0.0	180	0.74	4.52	19	0.13	8.79	325
2023 06 04 03	0.72	4.53	5.65	18	0.0	180	0.71	4.47	20	0.13	8.77	326
2023 06 04 04	0.7	4.49	5.65	19	0.0	180	0.68	4.42	20	0.13	8.72	327
2023 06 04 05	0.67	4.44	5.65	19	0.0	180	0.65	4.37	21	0.13	8.63	328
2023 06 04 06	0.64	4.39	5.65	19	0.0	180	0.63	4.31	21	0.13	8.59	327
2023 06 04 07	0.61	4.33	5.65	19	0.0	180	0.6	4.25	21	0.13	8.52	327
2023 06 04 08	0.59	4.27	5.65	19	0.0	180	0.57	4.18	21	0.13	8.49	327
2023 06 04 09	0.57	4.21	5.65	18	0.0	180	0.55	4.12	21	0.13	8.45	327
2023 06 04 10	0.55	4.15	5.13	18	0.0	180	0.53	4.06	21	0.13	8.43	327
2023 06 04 11	0.53	4.1	5.13	18	0.0	180	0.52	4.02	20	0.11	8.29	322
2023 06 04 12	0.52	4.07	5.13	17	0.0	180	0.5	3.93	21	0.1	8.03	355
2023 06 04 13	0.51	4.05	5.13	16	0.0	180	0.47	3.81	22	0.13	7.67	356
2023 06 04 14	0.5	4.04	5.13	15	0.0	180	0.45	3.75	21	0.18	7.35	355
2023 06 04 15	0.5	4.07	5.13	13	0.0	180	0.43	3.66	22	0.24	6.72	355
2023 06 04 16	0.51	4.13	5.13	11	0.0	180	0.42	3.63	21	0.42	10.48	355
2023 06 04 17	0.51	4.2	7.52	9	0.0	180	0.4	3.59	21	0.4	8.99	355
2023 06 04 18	0.52	4.25	7.52	8	0.0	180	0.39	3.55	20	0.39	7.75	353
2023 06 04 19	0.52	4.29	6.83	6	0.0	180	0.4	4.88	352	0.33	3.72	27
2023 06 04 20	0.53	4.33	6.21	5	0.0	180	0.42	4.88	355	0.27	3.58	34
2023 06 04 21	0.54	4.36	6.21	5	0.0	180	0.53	4.33	6	0.07	8.04	311
2023 06 04 22	0.54	4.41	6.21	5	0.0	180	0.54	4.37	6	0.07	8.02	311
2023 06 04 23	0.55	4.44	5.65	6	0.0	180	0.55	4.41	7	0.07	8.0	311
2023 06 05 00	0.56	4.47	5.65	7	0.0	180	0.42	4.6	355	0.36	4.26	25
2023 06 05 01	0.56	4.49	5.65	9	0.0	180	0.41	4.53	23	0.41	4.71	353
2023 06 05 02	0.56	4.49	5.65	10	0.0	180	0.46	4.6	20	0.3	4.15	348
2023 06 05 03	0.55	4.46	5.65	11	0.0	180	0.46	4.61	21	0.28	4.04	348
2023 06 05 04	0.53	4.42	5.65	12	0.0	180	0.45	4.58	21	0.26	3.91	347
2023 06 05 05	0.51	4.35	5.65	12	0.0	180	0.44	4.53	22	0.25	3.8	346
2023 06 05 06	0.49	4.27	5.65	13	0.0	180	0.42	4.45	22	0.24	3.7	346
2023 06 05 07	0.47	4.19	5.13	13	0.0	180	0.4	4.37	22	0.22	3.6	345
2023 06 05 08	0.45	4.1	5.13	13	0.0	180	0.38	4.27	23	0.21	3.47	345
2023 06 05 09	0.43	4.0	5.13	13	0.0	180	0.36	4.17	23	0.2	3.4	345
2023 06 05 10	0.41	3.91	5.13	12	0.0	180	0.34	4.06	24	0.2	3.36	344
2023 06 05 11	0.39	3.8	5.13	12	0.0	180	0.32	3.92	24	0.2	3.32	344
2023 06 05 12	0.37	3.69	5.13	11	0.0	180	0.31	3.75	24	0.19	3.21	343
2023 06 05 13	0.36	3.55	4.67	11	0.0	180	0.29	3.54	25	0.18	3.12	342
2023 06 05 14	0.35	3.41	4.67	10	0.0	180	0.28	3.31	25	0.18	3.12	343
2023 06 05 15	0.34	3.37	4.67	9	0.0	180	0.26	3.23	25	0.18	3.1	342
2023 06 05 16	0.33	3.38	4.67	8	0.0	180	0.25	3.21	25	0.17	3.02	342
2023 06 05 17	0.33	3.4	4.67	7	0.0	180	0.24	3.17	26	0.11	7.13	356
2023 06 05 18	0.32	3.42	4.24	6	0.0	180	0.23	3.14	26	0.11	7.07	356
2023 06 05 19	0.33	3.43	4.24	5	0.0	180	0.22	3.1	25	0.12	7.0	357
2023 06 05 20	0.33	3.46	4.24	5	0.0	180	0.23	3.76	350	0.22	3.06	25
2023 06 05 21	0.34	3.48	4.24	5	0.0	180	0.24	3.85	350	0.23	3.04	25
2023 06 05 22	0.36	3.49	5.65	6	0.02	98	0.25	3.94	351	0.12	5.48	17
2023 06 05 23	0.39	3.54	5.65	7	0.0	180	0.25	4.04	351	0.17	5.65	16
2023 06 06 00	0.42	3.61	5.65	8	0.0	180	0.27	4.34	13	0.25	4.0	349
2023 06 06 01	0.44	3.69	5.65	9	0.0	180	0.33	4.25	15	0.24	3.95	347
2023 06 06 02	0.44	3.76	5.65	9	0.0	180	0.36	3.81	19	0.24	3.86	347
2023 06 06 03	0.45	3.8	5.65	10	0.0	180	0.39	3.64	16	0.19	5.39	350
2023 06 06 04	0.44	3.82	5.65	10	0.0	180	0.39	3.68	16	0.19	5.37	350
2023 06 06 05	0.43	3.81	5.13	10	0.0	180	0.38	3.74	15	0.17	5.33	350
2023 06 06 06	0.41	3.79	5.13	10	0.0	180	0.35	4.06	17	0.19	3.71	345
2023 06 06 07	0.4	3.76	5.13	10	0.0	180	0.34	4.04	17	0.18	3.54	345
2023 06 06 08	0.39	3.73	5.13	10	0.0	180	0.33	3.9	18	0.17	3.49	345
2023 06 06 09	0.37	3.67	5.13	10	0.0	180	0.31	3.92	18	0.17	3.43	345
2023 06 06 10	0.36	3.61	5.13	11	0.0	180	0.3	3.85	18	0.17	3.41	345
2023 06 06 11	0.35	3.53	5.13	11	0.04	57	0.29	3.92	18	0.16	3.24	343
2023 06 06 12	0.35	3.39	5.13	11	0.06	68	0.22	4.15	13	0.16	3.33	31
2023 06 06 13	0.35	3.03	4.67	12	0.12	64	0.24	3.68	21	0.11	5.32	12
2023 06 06 14	0.38	2.63	4.67	19	0.2	63	0.25	3.76	19	0.15	3.26	343
2023 06 06 15	0.39	2.69	4.67	24	0.2	72	0.22	4.16	18	0.09	7.66	357
2023 06 06 16	0.41	2.66	4.67	29	0.25	71	0.24	3.58	19	0.1	7.59	356
2023 06 06 17	0.46	2.68	2.9	35	0.31	69	0.21	4.24	19	0.12	7.19	355
2023 06 06 18	0.47	2.83	5.13	33	0.23	83	0.22	3.81	9	0.18	2.99	24
2023 06 06 19	0.5	2.88	5.13	32	0.31	72	0.31	3.69	15	0.16	5.52	354
2023 06 06 20	0.52	3.03	5.13	29	0.29	76	0.35	3.78	17	0.21	6.03	354
2023 06 06 21	0.52	3.25	5.13	23	0.21	78	0.4	3.83	21	0.23	5.97	353
2023 06 06 22	0.52	3.48	5.65	19	0.09	93	0.43	3.66	21	0.23	6.08	354
2023 06 06 23	0.54	3.45	5.65	21	0.14	84	0.46	3.69	26	0.24	5.87	354
2023 06 07 00	0.59	3.34	5.65	28	0.18	85	0.48	3.73	26	0.23	5.82	354
2023 06 07 01	0.63	3.36	5.65	34	0.12	96	0.46	3.81	21	0.2	5.62	351
2023 06 07 02	0.65	3.4	5.65	36	0.12	92	0.49	3.87	19	0.15	6.11	351
2023 06 07 03	0.68	3.43	4.24	37	0.17	90	0.54	4.06	18	0.24	3.52	63
2023 06 07 04	0.7	3.55	4.67	37	0.13	84	0.56	4.12	19	0.26	3.64	62
2023 06 07 05	0.71	3.69	4.67	38	0.0	180	0.6	4.07	24	0.36	2.98	82
2023 06 07 06	0.72	3.77	4.67	38	0.0	180	0.61	4.14	25	0.27	3.44	74
2023 06 07 07	0.73	3.84	4.67	40	0.01	294	0.57	4.28	21	0.38	3.73	67
2023 06 07 08	0.71	3.83	4.67	40	0.05	352	0.63	4.21	31	0.31	3.07	87
2023 06 07 09	0.67	3.81	4.67	40	0.05	357	0.66	3.87	41	0.09	9.17	328
2023 06 07 10	0.64	3.82	4.67	37	0.0	180	0.55	4.13	26	0.23	3.47	73
2023 06 07 11	0.63	3.9	4.67	35	0.0	180	0.51	4.25	20	0.21	4.0	58
2023 06 07 12	0.62	3.97	4.67	32	0.0	180	0.49	4.42	17	0.37	3.37	65
2023 06 07 13	0.62	4.05	5.13	31	0.0	180	0.5	4.5	16	0.36	3.38	64
2023 06 07 14	0.63	4.14	5.13	30	0.0	180	0.51	4.59	16	0.36	3.43	64
2023 06 07 15	0.65	4.23	5.13	30	0.0	180	0.52	4.67	16	0.36	3.52	64
2023 06 07 16	0.65	4.3	5.13	30	0.0	180	0.54	4.64	17	0.34	3.6	68
2023 06 07 17	0.65	4.35	5.13	30	0.0	180	0.54	4.68	17	0.27	4.15	62
2023 06 07 18	0.64	4.39	5.13	30	0.0	180	0.53	4.7	17	0.31	3.53	72
2023 06 07 19	0.63	4.4	5.13	30	0.0	180	0.52	4.7	17	0.3	3.57	72
2023 06 07 20	0.62	4.41	5.13	31	0.01	295	0.5	4.77	17	0.3	3.62	73
2023 06 07 21	0.61	4.38	5.13	31	0.02	291	0.48	4.8	15	0.32	3.65	70
2023 06 07 22	0.6	4.21	5.13	32	0.05	286	0.46	4.78	15	0.31	3.68	70
2023 06 07 23	0.6	3.93	5.13	30	0.04	274	0.44	4.86	15	0.31	3.73	70
2023 06 08 00	0.61	4.09	5.13	33	0.0	180	0.42	4.88	15	0.33	3.84	71
2023 06 08 01	0.62	4.26	5.13	38	0.0	180	0.4	4.83	15	0.36	4.69	60
2023 06 08 02	0.61	4.34	5.13	40	0.0	180	0.38	4.82	15	0.38	4.84	60
2023 06 08 03	0.58	4.33	5.13	40	0.0	180	0.42	4.21	66	0.36	4.79	15
2023 06 08 04	0.53	4.27	5.13	38	0.0	180	0.37	4.06	66	0.34	4.75	14
2023 06 08 05	0.49	4.21	5.13	35	0.0	180	0.33	3.88	67	0.33	4.79	14
2023 06 08 06	0.45	4.16	5.13	32	0.0	180	0.31	4.67	15	0.21	4.41	61
