Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2022 11 02 21	1.37	8.86	12.11	340	0.0	180	1.37	9.08	340	0.0	24.29	78
2022 11 02 22	1.34	8.8	12.11	340	0.0	180	1.34	9.03	340	0.02	3.68	76
2022 11 02 23	1.32	8.76	12.11	340	0.0	180	1.32	9.01	340	0.03	3.5	77
2022 11 03 00	1.31	8.76	12.11	340	0.0	180	1.31	9.02	339	0.04	3.43	78
2022 11 03 01	1.31	8.8	12.11	340	0.0	180	1.31	9.07	339	0.05	3.36	79
2022 11 03 02	1.32	8.88	12.11	340	0.0	180	1.31	9.16	340	0.05	3.29	79
2022 11 03 03	1.33	8.99	12.11	340	0.0	180	1.33	9.29	340	0.05	3.28	79
2022 11 03 04	1.35	9.05	12.11	340	0.07	289	1.35	9.53	340	0.04	3.0	82
2022 11 03 05	1.38	9.31	12.11	341	0.01	244	1.38	9.7	341	0.05	3.83	75
2022 11 03 06	1.43	9.67	13.32	342	0.0	180	1.43	10.01	342	0.06	3.72	76
2022 11 03 07	1.49	10.02	14.66	343	0.0	180	1.07	8.77	328	1.07	14.06	359
2022 11 03 08	1.56	10.4	14.66	345	0.0	180	1.56	10.77	345	0.07	3.57	79
2022 11 03 09	1.62	10.71	14.66	346	0.0	180	1.61	11.09	346	0.07	3.53	79
2022 11 03 10	1.73	9.9	14.66	344	0.87	316	1.37	13.07	350	0.57	16.68	14
2022 11 03 11	2.01	7.81	14.66	337	0.91	305	1.58	11.99	345	0.56	16.65	14
2022 11 03 12	2.59	7.11	14.66	332	0.78	295	1.23	14.5	359	0.9	12.09	340
2022 11 03 13	2.88	6.65	13.32	331	1.86	310	1.57	13.29	352	1.54	7.79	340
2022 11 03 14	2.71	6.59	13.32	332	1.46	304	1.78	12.25	347	1.24	6.63	340
2022 11 03 15	2.56	6.48	13.32	331	1.46	306	1.63	12.45	348	1.34	6.98	334
2022 11 03 16	2.5	6.24	13.32	329	1.63	308	1.52	12.43	348	1.12	7.01	338
2022 11 03 17	2.45	6.08	13.32	327	1.6	306	1.44	12.38	348	1.17	6.88	336
2022 11 03 18	2.35	6.37	13.32	329	0.26	270	1.83	5.64	318	1.83	16.33	347
2022 11 03 19	2.24	6.58	13.32	330	0.26	273	1.72	5.8	319	1.72	15.73	347
2022 11 03 20	2.17	6.65	13.32	330	0.32	279	1.64	5.98	320	1.64	15.19	347
2022 11 03 21	2.13	6.64	12.11	331	0.45	286	1.21	11.43	341	0.57	14.02	5
2022 11 03 22	2.12	6.57	12.11	332	0.49	286	1.36	11.77	346	1.05	6.37	340
2022 11 03 23	2.12	6.65	12.11	334	0.47	284	1.77	8.81	344	1.07	6.21	313
2022 11 04 00	2.18	6.78	12.11	336	0.5	282	2.13	8.16	338	0.0	26.93	79
2022 11 04 01	2.34	7.0	12.11	338	0.56	281	2.27	8.61	341	0.0	26.93	79
2022 11 04 02	2.57	7.28	13.32	341	0.65	282	1.81	7.56	331	1.81	14.39	358
2022 11 04 03	2.8	7.74	16.12	343	0.66	283	2.42	8.84	341	-9999.9	-9999.9	-9999.9
2022 11 04 04	3.04	8.07	16.12	344	0.77	288	2.94	9.96	348	0.0	27.11	82
2022 11 04 05	3.26	8.45	16.12	346	0.77	290	3.17	10.02	348	0.0	28.57	81
2022 11 04 06	3.43	8.77	16.12	347	0.68	291	2.7	8.71	338	2.7	19.95	7
2022 11 04 07	3.55	8.91	14.66	347	0.64	289	3.28	9.48	345	1.21	17.03	15
2022 11 04 08	3.6	8.97	14.66	348	0.68	291	3.53	10.02	350	0.0	28.57	81
2022 11 04 09	3.59	9.09	14.66	349	0.61	291	3.54	10.02	350	0.0	28.57	81
2022 11 04 10	3.54	9.07	14.66	349	0.59	292	3.49	9.96	350	0.0	28.57	81
2022 11 04 11	3.45	9.0	14.66	349	0.58	294	3.4	9.91	350	0.0	27.11	82
2022 11 04 12	3.38	8.54	14.66	348	1.16	309	3.17	10.44	353	0.0	27.11	82
2022 11 04 13	3.31	8.21	14.66	347	1.17	308	3.09	10.19	353	0.0	10.29	255
2022 11 04 14	3.16	8.21	14.66	348	0.81	302	3.05	9.72	351	0.0	8.04	243
2022 11 04 15	3.03	8.29	14.66	349	0.78	304	2.92	9.84	352	0.01	7.06	267
2022 11 04 16	2.94	8.22	14.66	349	0.82	307	2.82	9.89	352	0.01	6.83	271
2022 11 04 17	2.84	8.3	13.32	350	0.54	308	2.78	9.53	351	0.03	4.67	273
2022 11 04 18	2.72	8.66	13.32	351	0.19	294	2.72	9.04	351	0.0	25.78	79
2022 11 04 19	2.63	8.97	13.32	351	0.06	273	2.63	9.06	351	0.0	25.78	79
2022 11 04 20	2.54	9.06	13.32	351	0.02	209	2.54	9.1	351	0.0	25.79	79
2022 11 04 21	2.46	9.03	13.32	351	0.02	245	2.46	9.07	351	0.0	25.79	79
2022 11 04 22	2.39	8.96	13.32	351	0.01	195	2.39	9.0	351	0.0	25.79	79
2022 11 04 23	2.31	8.91	13.32	351	0.01	215	2.31	8.95	351	0.0	25.58	78
2022 11 05 00	2.24	8.87	13.32	351	0.0	180	2.24	8.87	351	0.0	25.58	78
2022 11 05 01	2.17	8.82	13.32	351	0.0	180	2.17	8.82	351	0.0	24.56	80
2022 11 05 02	2.1	8.77	13.32	350	0.02	200	2.1	8.81	350	0.0	24.49	79
2022 11 05 03	2.04	8.72	13.32	350	0.02	200	2.04	8.76	350	0.0	24.5	79
2022 11 05 04	1.98	8.67	13.32	350	0.02	205	1.98	8.71	350	0.0	24.5	79
2022 11 05 05	1.92	8.61	13.32	349	0.02	200	1.92	8.66	349	0.0	24.5	79
2022 11 05 06	1.86	8.56	13.32	349	0.01	202	1.86	8.61	349	0.0	26.65	38
2022 11 05 07	1.8	8.51	13.32	349	0.02	203	1.8	8.56	349	0.0	27.22	45
2022 11 05 08	1.75	8.46	13.32	348	0.02	197	1.75	8.51	348	0.0	27.5	48
2022 11 05 09	1.69	8.4	12.11	348	0.01	200	1.58	8.1	345	0.6	13.68	5
2022 11 05 10	1.64	8.35	12.11	348	0.0	180	1.64	8.35	348	0.03	22.04	5
2022 11 05 11	1.59	8.3	12.11	347	0.0	180	1.59	8.3	347	0.0	28.57	49
2022 11 05 12	1.55	8.24	12.11	347	0.0	180	1.54	8.24	347	0.07	20.41	0
2022 11 05 13	1.5	8.18	12.11	346	0.0	180	1.49	8.17	346	0.08	20.01	358
2022 11 05 14	1.44	8.1	12.11	346	0.0	180	1.33	9.21	342	0.55	5.29	6
2022 11 05 15	1.38	8.0	12.11	346	0.0	180	1.27	9.09	342	0.53	5.24	6
2022 11 05 16	1.32	7.89	12.11	345	0.0	180	1.2	8.94	341	0.51	5.19	5
2022 11 05 17	1.26	7.78	12.11	345	0.0	180	1.24	7.7	345	0.17	17.86	352
2022 11 05 18	1.2	7.66	12.11	345	0.0	180	1.18	7.55	344	0.22	18.12	357
2022 11 05 19	1.15	7.57	12.11	344	0.0	180	1.03	8.48	340	0.42	4.76	5
2022 11 05 20	1.1	7.51	12.11	344	0.0	180	0.78	7.39	331	0.78	14.83	355
2022 11 05 21	1.07	7.47	11.01	344	0.0	180	0.89	7.96	336	0.31	12.26	4
2022 11 05 22	1.04	7.44	11.01	343	0.01	185	0.9	7.97	338	0.35	16.94	355
2022 11 05 23	1.02	7.45	11.01	343	0.0	180	0.87	7.73	337	0.38	16.75	355
2022 11 06 00	1.01	7.5	11.01	342	0.0	180	0.84	7.84	336	0.4	16.42	354
2022 11 06 01	1.03	7.57	11.01	340	0.0	180	0.88	7.58	334	0.43	16.2	353
2022 11 06 02	1.07	7.63	11.01	339	0.0	180	0.81	8.37	337	0.49	15.68	353
2022 11 06 03	1.1	7.71	11.01	338	0.0	180	0.92	7.34	330	0.45	16.14	358
2022 11 06 04	1.12	7.83	11.01	338	0.0	180	0.92	7.29	329	0.58	15.82	353
2022 11 06 05	1.14	7.84	11.01	338	0.14	309	0.89	7.92	329	0.64	16.15	354
2022 11 06 06	1.17	7.92	11.01	339	0.02	195	0.89	7.0	328	0.49	14.41	346
2022 11 06 07	1.21	8.18	17.74	341	0.01	185	0.57	14.94	345	0.57	19.79	7
2022 11 06 08	1.28	8.53	17.74	343	0.0	180	0.7	18.33	7	0.57	15.34	341
2022 11 06 09	1.43	8.58	17.74	342	0.12	309	0.81	18.11	7	0.65	15.38	342
2022 11 06 10	1.6	8.9	17.74	342	0.03	284	0.91	18.13	7	0.77	15.09	341
2022 11 06 11	1.72	9.22	17.74	344	0.0	180	1.32	16.71	356	0.99	6.23	319
2022 11 06 12	1.85	8.67	17.74	344	0.38	315	1.44	16.71	356	1.08	7.72	325
2022 11 06 13	2.01	8.26	17.74	343	0.62	315	1.54	16.66	356	1.11	7.99	327
2022 11 06 14	2.14	7.67	17.74	343	0.64	311	1.64	16.6	356	1.06	6.72	321
2022 11 06 15	2.2	7.6	17.74	344	0.44	304	1.73	16.43	356	1.17	5.87	321
2022 11 06 16	2.27	7.89	17.74	345	0.27	293	1.83	16.22	356	1.27	5.57	322
2022 11 06 17	2.35	8.39	17.74	345	0.09	284	1.94	15.94	355	0.55	9.66	339
2022 11 06 18	2.44	8.89	17.74	346	0.0	180	2.15	14.48	353	1.16	5.04	319
2022 11 06 19	2.52	9.36	17.74	347	0.0	180	2.52	9.38	347	0.06	3.77	82
2022 11 06 20	2.57	9.94	17.74	348	0.0	180	2.57	9.96	348	0.06	3.77	82
2022 11 06 21	2.63	10.5	17.74	349	0.0	180	2.63	10.52	349	0.05	3.74	82
2022 11 06 22	2.7	10.98	17.74	349	0.0	180	2.7	11.0	349	0.05	3.79	81
2022 11 06 23	2.77	11.4	17.74	350	0.01	200	2.77	11.47	350	0.04	3.77	81
2022 11 07 00	2.86	11.75	17.74	351	0.02	202	2.86	11.83	351	0.03	3.63	83
2022 11 07 01	2.93	12.06	17.74	352	0.01	200	2.93	12.12	352	0.03	3.6	83
2022 11 07 02	2.98	12.33	17.74	352	0.0	180	2.98	12.33	352	0.02	3.7	81
2022 11 07 03	3.03	12.56	17.74	353	0.0	180	3.03	12.56	353	0.02	3.72	82
2022 11 07 04	3.04	12.67	17.74	353	0.01	192	3.04	12.74	353	0.01	3.9	81
2022 11 07 05	3.04	12.73	17.74	353	0.0	180	3.04	12.73	353	0.01	4.01	81
2022 11 07 06	3.02	12.74	17.74	353	0.0	180	3.02	12.74	353	0.01	4.12	81
2022 11 07 07	2.98	12.7	17.74	353	0.0	180	2.98	12.7	353	0.01	4.12	85
2022 11 07 08	2.93	12.62	17.74	353	0.0	180	2.93	12.62	353	0.0	1.0	180
2022 11 07 09	2.88	12.5	17.74	352	0.0	180	2.88	12.5	352	0.0	1.0	180
2022 11 07 10	2.81	12.36	17.74	352	0.0	180	2.81	12.36	352	0.0	1.0	180
2022 11 07 11	2.73	12.22	17.74	351	0.0	80	2.73	12.37	351	0.02	2.26	90
2022 11 07 12	2.66	12.07	17.74	351	0.03	76	1.95	10.41	337	1.95	17.73	6
2022 11 07 13	2.57	11.89	16.12	350	0.04	87	2.57	12.12	350	0.0	4.47	70
2022 11 07 14	2.49	11.72	16.12	350	0.05	85	2.48	12.01	350	0.01	4.55	80
2022 11 07 15	2.4	11.55	16.12	349	0.06	84	2.39	11.9	349	0.0	28.57	81
2022 11 07 16	2.3	11.51	16.12	349	0.04	192	2.29	11.79	349	0.04	1.6	84
2022 11 07 17	2.2	11.24	16.12	348	0.06	188	2.19	11.69	348	0.03	3.55	66
2022 11 07 18	2.11	9.52	16.12	348	0.19	161	2.1	11.6	348	0.09	3.12	64
2022 11 07 19	2.01	9.9	16.12	347	0.16	166	2.0	11.51	347	0.15	3.09	65
2022 11 07 20	1.91	10.43	14.66	347	0.0	180	1.9	11.41	346	0.17	3.1	65
2022 11 07 21	1.81	9.91	14.66	346	0.11	169	1.8	11.33	346	0.15	2.92	67
2022 11 07 22	1.71	8.75	14.66	345	0.2	173	1.69	11.24	345	0.12	2.73	69
2022 11 07 23	1.61	9.21	14.66	344	0.14	193	1.6	11.16	344	0.09	2.53	70
2022 11 08 00	1.54	7.65	14.66	343	0.22	212	1.52	11.1	343	0.07	2.35	71
2022 11 08 01	1.46	8.97	14.66	343	0.14	210	1.45	11.05	343	0.05	2.23	71
2022 11 08 02	1.38	9.87	14.66	342	0.08	203	1.37	11.06	342	0.06	2.34	75
2022 11 08 03	1.34	10.25	14.66	342	0.05	199	1.33	11.18	342	0.07	2.56	79
2022 11 08 04	1.36	10.21	14.66	342	0.06	181	1.35	11.31	342	0.04	4.34	80
2022 11 08 05	1.41	10.21	14.66	341	0.03	230	1.4	11.19	341	0.07	2.64	79
2022 11 08 06	1.45	10.14	14.66	340	0.0	180	1.36	12.42	344	0.48	6.24	305
2022 11 08 07	1.46	9.61	14.66	338	0.08	335	0.98	14.01	356	0.85	11.75	330
2022 11 08 08	1.46	8.93	13.32	337	0.0	180	1.28	12.81	344	0.69	6.35	312
2022 11 08 09	1.46	8.87	13.32	337	0.0	180	1.28	12.72	344	0.7	6.1	312
2022 11 08 10	1.47	8.65	13.32	336	0.0	180	1.25	12.72	344	0.75	5.77	314
2022 11 08 11	1.48	8.41	13.32	336	0.0	180	1.24	12.67	344	0.75	5.5	312
2022 11 08 12	1.51	8.0	13.32	335	0.09	62	1.24	12.64	344	0.84	5.67	315
2022 11 08 13	1.53	7.7	13.32	335	0.0	180	1.26	12.57	344	0.84	5.46	315
2022 11 08 14	1.53	7.75	13.32	336	0.03	99	1.29	12.48	343	0.79	5.24	315
2022 11 08 15	1.52	7.79	13.32	337	0.14	84	1.33	12.3	343	0.72	4.98	313
2022 11 08 16	1.53	7.57	13.32	338	0.19	84	1.36	12.33	343	0.67	4.92	313
2022 11 08 17	1.55	7.48	13.32	339	0.24	91	1.41	12.23	342	0.6	4.8	313
2022 11 08 18	1.59	7.42	13.32	340	0.29	93	1.56	9.33	339	0.05	2.92	48
2022 11 08 19	1.62	7.47	13.32	341	0.28	101	1.59	9.69	339	0.15	2.53	63
2022 11 08 20	1.67	8.12	13.32	341	0.05	126	1.64	9.95	339	0.29	2.53	90
2022 11 08 21	1.71	8.78	13.32	341	0.0	180	1.7	10.07	340	0.21	2.31	92
2022 11 08 22	1.76	9.24	13.32	341	0.0	180	1.57	9.51	334	0.76	15.89	6
2022 11 08 23	1.8	9.54	14.66	341	0.0	180	1.8	10.21	341	0.14	2.26	88
2022 11 09 00	1.85	9.71	14.66	341	0.0	180	1.84	10.21	341	0.13	2.39	90
2022 11 09 01	1.89	9.75	14.66	342	0.0	210	1.88	10.16	341	0.13	2.52	88
2022 11 09 02	1.91	9.75	14.66	342	0.0	180	1.91	10.02	341	0.11	2.51	88
2022 11 09 03	1.92	9.76	14.66	342	0.04	313	1.91	10.13	342	0.1	2.48	88
2022 11 09 04	1.92	9.64	14.66	342	0.08	293	1.92	10.06	342	0.08	2.45	87
2022 11 09 05	1.96	8.91	14.66	341	0.1	286	1.96	9.29	341	0.07	2.46	87
2022 11 09 06	2.0	8.33	14.66	340	0.01	205	2.0	8.4	340	0.06	2.53	87
2022 11 09 07	1.97	8.41	14.66	340	0.0	180	1.97	8.44	340	0.04	2.51	86
2022 11 09 08	1.94	8.49	14.66	340	0.09	282	1.94	8.8	341	0.03	2.9	85
2022 11 09 09	1.92	8.65	14.66	341	0.0	180	1.91	8.66	341	0.03	3.0	85
2022 11 09 10	1.9	8.75	14.66	341	0.0	180	1.9	8.76	340	0.03	3.02	85
2022 11 09 11	1.87	8.84	14.66	341	0.0	180	1.87	8.84	340	0.02	3.08	83
2022 11 09 12	1.84	8.91	14.66	341	0.0	180	1.84	8.92	341	0.02	3.11	83
2022 11 09 13	1.81	8.95	14.66	341	0.0	180	1.81	8.96	340	0.02	3.12	82
2022 11 09 14	1.78	8.97	14.66	340	0.0	180	1.78	8.98	340	0.02	3.21	82
2022 11 09 15	1.75	8.97	14.66	340	0.0	180	1.75	8.97	340	0.02	3.44	82
2022 11 09 16	1.71	8.97	14.66	341	0.01	95	1.71	9.0	341	0.01	3.5	82
2022 11 09 17	1.68	8.99	14.66	341	0.01	114	1.68	9.03	341	0.0	25.79	79
2022 11 09 18	1.64	9.02	14.66	341	0.01	124	1.64	9.07	341	0.0	25.58	78
2022 11 09 19	1.61	9.06	13.32	341	0.0	180	1.49	8.67	337	0.6	15.13	6
2022 11 09 20	1.58	9.09	13.32	341	0.0	180	1.58	9.09	341	0.0	24.56	80
2022 11 09 21	1.56	9.1	13.32	341	0.0	180	1.56	9.1	341	0.0	24.49	79
2022 11 09 22	1.54	9.08	13.32	340	0.0	180	1.54	9.08	340	0.0	24.5	79
2022 11 09 23	1.51	9.04	13.32	340	0.0	180	1.51	9.04	340	0.0	24.5	79
2022 11 10 00	1.49	9.01	13.32	340	0.0	180	1.49	9.01	340	0.0	24.5	79
2022 11 10 01	1.47	8.99	13.32	340	0.0	180	1.47	8.99	340	0.0	24.29	78
2022 11 10 02	1.44	8.96	13.32	340	0.0	180	1.44	8.96	340	0.0	23.68	79
2022 11 10 03	1.42	8.93	13.32	340	0.0	180	1.42	8.92	340	0.0	23.69	79
2022 11 10 04	1.4	8.89	13.32	340	0.0	180	1.4	8.89	340	0.0	23.43	79
2022 11 10 05	1.37	8.84	12.11	340	0.0	180	1.37	8.84	340	0.0	23.43	79
2022 11 10 06	1.35	8.79	12.11	340	0.0	180	1.35	8.79	340	0.0	23.33	78
2022 11 10 07	1.33	8.74	12.11	340	0.0	180	1.33	8.78	340	0.0	23.33	78
2022 11 10 08	1.31	8.69	12.11	340	0.0	180	1.31	8.73	340	0.0	23.33	78
2022 11 10 09	1.29	8.64	12.11	340	0.0	180	1.29	8.87	340	0.0	22.68	79
2022 11 10 10	1.27	8.55	12.11	340	0.0	180	1.27	8.83	340	0.05	2.06	53
2022 11 10 11	1.26	8.37	12.11	340	0.0	180	1.26	8.81	340	0.09	2.27	51
2022 11 10 12	1.25	8.2	12.11	340	0.0	180	1.25	8.8	340	0.11	2.34	52
2022 11 10 13	1.25	8.11	12.11	341	0.0	180	1.24	8.81	340	0.13	2.44	54
2022 11 10 14	1.25	8.06	12.11	342	0.0	180	1.23	8.83	341	0.15	2.56	56
2022 11 10 15	1.24	8.01	12.11	342	0.0	180	1.23	8.85	341	0.15	2.52	61
2022 11 10 16	1.24	7.89	12.11	343	0.0	180	1.22	8.86	341	0.18	2.66	62
2022 11 10 17	1.24	7.65	12.11	344	0.0	180	1.21	8.86	342	0.26	3.0	61
2022 11 10 18	1.25	7.04	12.11	347	0.04	92	1.2	8.85	342	0.36	3.29	63
2022 11 10 19	1.3	5.91	12.11	354	0.15	95	1.18	8.84	342	0.54	3.54	64
2022 11 10 20	1.39	5.23	12.11	5	0.33	89	0.84	7.54	329	0.84	12.71	357
2022 11 10 21	1.42	5.1	11.01	12	0.41	90	1.0	8.37	336	0.49	12.76	5
2022 11 10 22	1.39	5.35	11.01	14	0.09	111	0.97	8.41	336	0.46	12.71	5
2022 11 10 23	1.36	5.56	11.01	15	0.0	180	0.95	8.43	337	0.43	12.66	5
2022 11 11 00	1.33	5.65	11.01	16	0.0	180	1.01	8.86	341	0.86	4.2	66
2022 11 11 01	1.29	5.69	11.01	16	0.0	180	0.97	8.82	341	0.85	4.28	65
2022 11 11 02	1.25	5.71	11.01	16	0.0	180	0.94	8.77	341	0.83	4.33	65
2022 11 11 03	1.2	5.74	11.01	16	0.0	180	0.91	8.71	340	0.79	4.35	65
2022 11 11 04	1.15	5.75	11.01	15	0.0	180	0.87	8.65	340	0.75	4.34	65
2022 11 11 05	1.12	5.72	11.01	16	0.0	180	0.84	8.59	339	0.74	4.37	66
2022 11 11 06	1.11	5.67	11.01	19	0.0	180	0.81	8.54	338	0.74	4.35	66
2022 11 11 07	1.11	5.64	11.01	23	0.0	225	0.78	8.52	338	0.75	4.44	66
2022 11 11 08	1.1	5.64	11.01	25	0.01	235	0.8	4.65	65	0.8	9.14	337
2022 11 11 09	1.09	5.65	11.01	26	0.0	180	0.8	4.65	65	0.8	9.38	337
2022 11 11 10	1.06	5.68	11.01	25	0.0	180	0.77	4.66	66	0.77	9.25	337
2022 11 11 11	1.03	5.73	11.01	23	0.0	180	0.72	8.92	337	0.67	4.32	68
2022 11 11 12	1.01	5.81	11.01	21	0.0	180	0.73	9.12	337	0.65	4.35	68
2022 11 11 13	1.0	5.89	13.32	18	0.0	180	0.56	8.08	330	0.56	16.15	347
2022 11 11 14	0.99	5.99	13.32	17	0.0	180	0.73	9.53	337	0.66	4.53	67
2022 11 11 15	0.99	6.09	13.32	17	0.0	180	0.73	9.73	337	0.66	4.6	67
2022 11 11 16	0.99	6.18	13.32	18	0.0	180	0.73	9.93	338	0.67	4.67	68
2022 11 11 17	0.99	6.25	13.32	17	0.0	180	0.74	10.13	338	0.65	4.67	69
2022 11 11 18	0.97	6.33	13.32	16	0.0	180	0.74	10.34	338	0.59	4.46	71
2022 11 11 19	0.97	6.43	13.32	14	0.0	180	0.75	10.56	339	0.57	4.44	71
2022 11 11 20	0.98	6.54	13.32	14	0.0	180	0.76	10.81	339	0.56	4.45	72
2022 11 11 21	0.99	6.65	13.32	14	0.0	180	0.77	11.09	340	0.57	4.49	71
2022 11 11 22	1.02	6.74	14.66	16	0.0	180	0.78	11.36	340	0.49	5.09	60
2022 11 11 23	1.07	6.78	14.66	18	0.0	180	0.8	11.62	341	0.7	4.99	67
2022 11 12 00	1.13	6.8	14.66	22	0.0	180	0.82	11.87	342	0.78	5.14	66
2022 11 12 01	1.18	6.76	14.66	25	0.0	180	0.84	12.11	343	0.79	5.04	68
2022 11 12 02	1.22	6.68	14.66	25	0.0	180	0.86	12.52	343	0.86	5.1	67
2022 11 12 03	1.25	6.63	14.66	26	0.0	180	0.89	12.69	344	0.73	5.41	61
2022 11 12 04	1.28	6.65	14.66	26	0.0	180	0.91	12.85	344	0.78	4.66	70
2022 11 12 05	1.29	6.69	14.66	24	0.0	180	0.94	12.88	345	0.89	4.98	67
2022 11 12 06	1.31	6.7	14.66	23	0.0	180	0.96	13.0	345	0.9	4.94	67
2022 11 12 07	1.34	6.68	14.66	24	0.0	180	0.98	13.08	345	0.92	4.93	66
2022 11 12 08	1.36	6.65	14.66	23	0.0	180	0.99	13.12	345	0.93	4.88	66
2022 11 12 09	1.35	6.64	14.66	21	0.0	180	1.01	13.14	345	0.9	4.78	67
2022 11 12 10	1.34	6.63	14.66	20	0.0	180	0.87	12.49	338	0.52	15.7	6
2022 11 12 11	1.34	6.62	13.32	19	0.0	180	0.88	12.49	338	0.51	15.72	6
2022 11 12 12	1.33	6.64	13.32	18	0.0	180	1.02	13.08	345	0.84	4.6	67
2022 11 12 13	1.32	6.58	13.32	17	0.08	97	1.02	13.04	345	0.84	4.73	67
2022 11 12 14	1.37	6.33	13.32	21	0.0	180	1.01	13.0	345	0.92	4.56	65
2022 11 12 15	1.38	6.06	13.32	22	0.0	180	1.01	12.96	345	0.94	4.4	65
2022 11 12 16	1.34	6.02	13.32	20	0.0	180	1.0	12.91	345	0.89	4.26	66
2022 11 12 17	1.3	6.03	13.32	17	0.08	89	1.0	12.86	345	0.82	4.3	66
2022 11 12 18	1.26	6.01	13.32	14	0.0	180	0.99	12.8	345	0.77	3.98	68
2022 11 12 19	1.23	6.09	13.32	13	0.0	180	0.98	12.74	344	0.74	3.98	68
2022 11 12 20	1.21	6.14	13.32	12	0.0	180	0.97	12.66	344	0.72	3.97	68
2022 11 12 21	1.18	6.2	13.32	10	0.0	180	0.96	12.58	344	0.69	3.95	68
2022 11 12 22	1.21	6.26	13.32	15	0.02	220	0.94	12.49	344	0.75	4.27	66
2022 11 12 23	1.29	6.33	13.32	23	0.03	222	0.92	12.39	344	0.9	4.77	65
2022 11 13 00	1.31	6.36	13.32	27	0.03	205	0.94	4.92	65	0.94	12.71	343
2022 11 13 01	1.26	6.31	13.32	26	0.03	215	0.9	4.84	66	0.9	12.29	343
2022 11 13 02	1.21	6.22	13.32	25	0.0	180	0.87	12.05	343	0.85	4.67	67
2022 11 13 03	1.18	6.1	13.32	23	0.05	243	0.85	11.92	342	0.81	4.61	68
2022 11 13 04	1.12	6.08	13.32	21	0.04	218	0.83	11.77	342	0.75	4.51	68
2022 11 13 05	1.05	6.2	13.32	15	0.04	220	0.81	11.65	342	0.66	4.38	69
2022 11 13 06	0.98	6.38	13.32	11	0.03	219	0.72	11.07	337	0.31	15.39	6
2022 11 13 07	0.94	6.49	13.32	8	0.02	173	0.71	10.96	337	0.3	15.32	6
2022 11 13 08	0.92	6.47	13.32	7	0.0	180	0.69	10.87	337	0.28	15.25	6
2022 11 13 09	0.89	6.42	13.32	7	0.0	180	0.73	11.18	341	0.51	4.16	70
2022 11 13 10	0.87	6.37	13.32	7	0.0	180	0.71	11.09	341	0.47	3.98	72
2022 11 13 11	0.85	6.03	13.32	7	0.16	77	0.69	11.01	341	0.42	4.62	72
2022 11 13 12	0.82	5.37	13.32	7	0.22	81	0.67	10.94	341	0.39	4.44	71
2022 11 13 13	0.79	5.18	13.32	5	0.17	81	0.65	10.87	341	0.38	4.04	73
2022 11 13 14	0.76	4.91	13.32	3	0.22	76	0.63	10.8	341	0.28	4.15	74
2022 11 13 15	0.73	4.83	13.32	2	0.21	78	0.61	10.79	341	0.3	4.24	75
2022 11 13 16	0.7	4.73	13.32	1	0.22	80	0.59	10.76	341	0.24	4.13	75
2022 11 13 17	0.67	4.74	13.32	0	0.19	83	0.57	10.73	341	0.25	3.35	73
2022 11 13 18	0.65	4.87	12.11	359	0.16	85	0.5	10.28	336	0.23	13.85	5
2022 11 13 19	0.62	5.15	12.11	356	0.11	91	0.55	10.73	341	0.25	3.05	75
2022 11 13 20	0.61	5.74	12.11	353	0.0	180	0.54	10.78	341	0.25	2.8	76
2022 11 13 21	0.6	6.13	12.11	350	0.02	225	0.55	10.9	340	0.21	2.81	77
2022 11 13 22	0.62	6.35	12.11	348	0.04	286	0.58	11.06	340	0.2	2.81	75
2022 11 13 23	0.65	5.46	12.11	345	0.11	307	0.61	11.22	340	0.19	2.78	75
2022 11 14 00	0.74	3.78	12.11	340	0.28	297	0.64	11.31	340	0.17	2.74	76
2022 11 14 01	0.71	8.69	12.11	341	0.22	306	0.65	11.98	342	0.11	3.17	80
2022 11 14 02	0.76	8.47	12.11	339	0.19	297	0.72	11.53	339	0.13	3.16	74
2022 11 14 03	0.8	7.09	12.11	336	0.24	292	0.75	11.04	338	0.13	3.01	76
2022 11 14 04	0.91	5.77	12.11	328	0.47	297	0.77	11.26	339	0.1	2.82	80
2022 11 14 05	1.29	4.59	12.11	318	0.97	303	0.75	11.9	341	0.37	7.73	322
2022 11 14 06	1.59	5.19	6.83	319	0.2	268	1.39	4.99	314	0.6	11.44	337
2022 11 14 07	1.52	5.72	6.83	323	0.04	226	1.32	5.15	317	0.47	14.68	352
2022 11 14 08	1.35	5.86	14.66	326	0.04	239	1.09	5.0	317	-9999.9	-9999.9	-9999.9
2022 11 14 09	1.24	5.95	14.66	328	0.06	269	0.59	14.58	349	0.58	10.92	337
2022 11 14 10	1.19	6.11	14.66	331	0.04	270	0.86	12.52	343	0.81	4.61	317
2022 11 14 11	1.17	6.34	14.66	333	0.0	180	0.9	12.48	343	0.73	4.36	316
